"","year","medianfDOM","medianNO3","medianSPC","medianTURB"
"1","2018",76.4926666666667,28.3,67.922,-1.911
"2","2019",43.4013333333333,28.7,87.982,1.27833333333333
"3","2020",68.584,27,62.7103333333333,0.919333333333333
"4","2021",40.8536666666667,28.6,82.5218333333333,1.647
"5","2022",43.7263333333333,24.4,84.809,1.92366666666667
