"","year","medianfDOM","medianNO3","medianSPC","medianTURB"
"1","2015",158.951969279567,21.0636491990484,92.6,5.95
"2","2018",131.11,25.6222222222222,104.3,10.65
"3","2019",107.175528932258,18.6144046640587,115.736363636364,6.62818181818182
"4","2020",125.082286849856,22.245217672432,103.272727272727,20.0636363636363
"5","2021",98.1918359265711,19.7148414774301,127.2,7.62090909090909
"6","2022",135.611281211351,19.9034997296639,129.254545454545,5.09272727272727
