"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",-0.0536398353382829,2,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 4% discharge...2","1",-0.29829245069406,4,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 6% discharge...3","1",-0.271666672643905,6,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 8% discharge...4","1",-0.243052971292173,8,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 10% discharge...5","1",-0.24649059719341,10,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 12% discharge...6","1",-0.249316291494985,12,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 14% discharge...7","1",-0.251177318394308,14,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 16% discharge...8","1",-0.218762528271122,16,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 18% discharge...9","1",-0.212534016709018,18,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 20% discharge...10","1",-0.161273192591632,20,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 22% discharge...11","1",0.0548945930298947,22,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 24% discharge...12","1",0.0962695458896195,24,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 26% discharge...13","1",0.101457476584681,26,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 28% discharge...14","1",0.0911562201214558,28,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
"Interpolated HI for 30% discharge...15","1",0.0860230276367331,30,"MOOS_storm1_07_23_fDOM","MOOS","storm1","07","23","fDOM",2024-07-23,205
