,column_label,HI,Q_interval,storm.ID,site.ID,storm.num,month,day,response,
Interpolated HI for 12% discharge...656,14,0.824008914,12,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 14% discharge...657,14,0.831222144,14,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 16% discharge...658,14,0.835913676,16,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 18% discharge...659,14,0.842657753,18,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 20% discharge...660,14,0.846176402,20,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 22% discharge...661,14,0.851747596,22,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 24% discharge...662,14,0.854973024,24,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 26% discharge...663,14,0.856732348,26,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 28% discharge...664,14,0.861306592,28,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 30% discharge...665,14,0.862010321,30,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 32% discharge...666,14,0.863769646,32,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 34% discharge...667,14,0.869047619,34,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 36% discharge...668,14,0.872566268,36,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 38% discharge...669,14,0.877140511,38,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 40% discharge...670,14,0.883122214,40,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 42% discharge...671,14,0.884881539,42,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 44% discharge...672,14,0.886640863,44,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 46% discharge...673,14,0.888106967,46,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 48% discharge...674,14,0.888752053,48,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 50% discharge...675,14,0.888106967,50,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 52% discharge...676,14,0.886992728,52,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 54% discharge...677,14,0.883825944,54,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 56% discharge...678,14,0.877844241,56,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 58% discharge...679,14,0.874325592,58,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 60% discharge...680,14,0.868343889,60,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 62% discharge...681,14,0.8662327,62,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 64% discharge...682,14,0.865235749,64,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 66% discharge...683,14,0.863769646,66,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 68% discharge...684,14,0.860250997,68,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 70% discharge...685,14,0.857905231,70,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 72% discharge...686,14,0.851161154,72,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 74% discharge...687,14,0.847583861,74,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 76% discharge...688,14,0.842657753,76,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 78% discharge...689,14,0.840546563,78,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 80% discharge...690,14,0.830694347,80,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 82% discharge...691,14,0.830342482,82,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 84% discharge...692,14,0.818085855,84,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 86% discharge...693,14,0.742376261,86,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 88% discharge...694,14,0.643912738,88,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 90% discharge...695,14,0.589021816,90,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 92% discharge...696,14,0.481703026,92,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 94% discharge...697,14,0.458949097,94,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 96% discharge...698,14,0.289702088,96,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 98% discharge...699,14,0.194874502,98,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 100% discharge...700,14,0.075885527,100,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 2% discharge...701,15,-0.413052748,2,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 4% discharge...702,15,-0.411612257,4,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 6% discharge...703,15,-0.411374136,6,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 8% discharge...704,15,-0.410482568,8,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 10% discharge...705,15,-0.409714214,10,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 12% discharge...706,15,-0.410195993,12,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 14% discharge...707,15,-0.410079701,14,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 16% discharge...708,15,-0.409737057,16,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 18% discharge...709,15,-0.409072534,18,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 20% discharge...710,15,-0.409132756,20,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 22% discharge...711,15,-0.407137804,22,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 24% discharge...712,15,-0.4070582,24,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 26% discharge...713,15,-0.406251774,26,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 28% discharge...714,15,-0.404784286,28,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 30% discharge...715,15,-0.402225874,30,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 32% discharge...716,15,-0.400398437,32,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 34% discharge...717,15,-0.398627068,34,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 36% discharge...718,15,-0.397486997,36,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 38% discharge...719,15,-0.392760579,38,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 40% discharge...720,15,-0.390285925,40,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 42% discharge...721,15,-0.381643669,42,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 44% discharge...722,15,-0.382720057,44,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 46% discharge...723,15,-0.376296338,46,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 48% discharge...724,15,-0.37344789,48,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 50% discharge...725,15,-0.373627865,50,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 52% discharge...726,15,-0.368256306,52,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 54% discharge...727,15,-0.356922042,54,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 56% discharge...728,15,-0.350679682,56,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 58% discharge...729,15,-0.35393792,58,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 60% discharge...730,15,-0.32757506,60,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 62% discharge...731,15,-0.330253917,62,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 64% discharge...732,15,-0.334794822,64,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 66% discharge...733,15,-0.334797591,66,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 68% discharge...734,15,-0.325992665,68,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 70% discharge...735,15,-0.321365926,70,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 72% discharge...736,15,-0.316925392,72,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 74% discharge...737,15,-0.31178434,74,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 76% discharge...738,15,-0.318351347,76,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 78% discharge...739,15,-0.304009425,78,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 80% discharge...740,15,-0.293954367,80,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 82% discharge...741,15,-0.281795679,82,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 84% discharge...742,15,-0.298304221,84,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 86% discharge...743,15,-0.767342311,86,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 88% discharge...744,15,-0.71875186,88,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 90% discharge...745,15,-0.828367642,90,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 92% discharge...746,15,-0.712890217,92,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 94% discharge...747,15,-0.654096575,94,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 96% discharge...748,15,-0.49424911,96,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 98% discharge...749,15,-0.511825042,98,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 100% discharge...750,15,-0.278558207,100,MOOS_storm4a_08_15_turb,MOOS,storm4a,8,15,turb,
Interpolated HI for 2% discharge...751,16,-0.43945539,2,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 4% discharge...752,16,-0.92340669,4,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 6% discharge...753,16,-0.902639973,6,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 8% discharge...754,16,-0.888732797,8,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 10% discharge...755,16,-0.853923712,10,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 12% discharge...756,16,-0.835396486,12,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 14% discharge...757,16,-0.826350356,14,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 16% discharge...758,16,-0.813115223,16,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 18% discharge...759,16,-0.797170366,18,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 20% discharge...760,16,-0.793461394,20,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 22% discharge...761,16,-0.773482319,22,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 24% discharge...762,16,-0.767974701,24,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 26% discharge...763,16,-0.750105803,26,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 28% discharge...764,16,-0.746355685,28,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 30% discharge...765,16,-0.719405389,30,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 32% discharge...766,16,-0.718347362,32,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 34% discharge...767,16,-0.687000376,34,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 36% discharge...768,16,-0.667297564,36,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 38% discharge...769,16,-0.632171071,38,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 40% discharge...770,16,-0.609881971,40,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 42% discharge...771,16,-0.58390937,42,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 44% discharge...772,16,-0.539991457,44,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 46% discharge...773,16,-0.527708549,46,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 48% discharge...774,16,-0.489343318,48,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 50% discharge...775,16,-0.47572612,50,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 52% discharge...776,16,-0.427997351,52,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 54% discharge...777,16,-0.380995486,54,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 56% discharge...778,16,-0.372480329,56,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 58% discharge...779,16,-0.348561083,58,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 60% discharge...780,16,-0.345059798,60,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 62% discharge...781,16,-0.323675899,62,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 64% discharge...782,16,-0.275902066,64,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 66% discharge...783,16,-0.253123139,66,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 68% discharge...784,16,-0.253123139,68,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 70% discharge...785,16,-0.259291044,70,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 72% discharge...786,16,-0.207626023,72,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 74% discharge...787,16,-0.173185288,74,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 76% discharge...788,16,-0.161037572,76,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 78% discharge...789,16,-0.148039515,78,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 80% discharge...790,16,-0.126910326,80,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 82% discharge...791,16,-0.117709411,82,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 84% discharge...792,16,-0.111400436,84,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 86% discharge...793,16,-0.121477162,86,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 88% discharge...794,16,-0.106654989,88,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 90% discharge...795,16,-0.092579313,90,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 92% discharge...796,16,-0.094162435,92,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 94% discharge...797,16,-0.128861798,94,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 96% discharge...798,16,-0.120910922,96,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 98% discharge...799,16,0.006148312,98,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 100% discharge...800,16,-0.135368664,100,MOOS_storm4b_08_17_fDOM,MOOS,storm4b,8,17,fDOM,
Interpolated HI for 2% discharge...801,17,-0.184300341,2,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 4% discharge...802,17,-0.585324232,4,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 6% discharge...803,17,-0.481513083,6,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 8% discharge...804,17,-0.438850967,8,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 10% discharge...805,17,-0.362059158,10,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 12% discharge...806,17,-0.312286689,12,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 14% discharge...807,17,-0.281001138,14,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 16% discharge...808,17,-0.235494881,16,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 18% discharge...809,17,-0.212599545,18,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 20% discharge...810,17,-0.199658703,20,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 22% discharge...811,17,-0.161547213,22,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 24% discharge...812,17,-0.143629124,24,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 26% discharge...813,17,-0.120307167,26,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 28% discharge...814,17,-0.098122867,28,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 30% discharge...815,17,-0.072667804,30,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 32% discharge...816,17,-0.057736064,32,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 34% discharge...817,17,-0.020477816,34,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 36% discharge...818,17,0.009812287,36,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 38% discharge...819,17,0.063993174,38,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 40% discharge...820,17,0.093003413,40,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 42% discharge...821,17,0.117889647,42,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 44% discharge...822,17,0.142775882,44,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 46% discharge...823,17,0.156143345,46,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 48% discharge...824,17,0.176905575,48,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 50% discharge...825,17,0.179749716,50,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 52% discharge...826,17,0.19254835,52,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 54% discharge...827,17,0.201365188,54,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 56% discharge...828,17,0.203924915,56,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 58% discharge...829,17,0.208191126,58,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 60% discharge...830,17,0.206769056,60,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 62% discharge...831,17,0.197667804,62,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 64% discharge...832,17,0.173919226,64,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 66% discharge...833,17,0.156996587,66,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 68% discharge...834,17,0.156996587,68,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 70% discharge...835,17,0.154721274,70,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 72% discharge...836,17,0.339021615,72,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 74% discharge...837,17,0.297070535,74,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 76% discharge...838,17,0.277303754,76,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 78% discharge...839,17,0.256541524,78,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 80% discharge...840,17,0.263651877,80,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 82% discharge...841,17,0.228100114,82,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 84% discharge...842,17,0.208759954,84,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 86% discharge...843,17,0.208191126,86,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 88% discharge...844,17,0.196814562,88,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 90% discharge...845,17,0.166382253,90,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 92% discharge...846,17,0.102957907,92,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 94% discharge...847,17,0.020477816,94,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 96% discharge...848,17,0.029010239,96,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 98% discharge...849,17,0.255119454,98,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 100% discharge...850,17,0.024744027,100,MOOS_storm4b_08_17_SPC,MOOS,storm4b,8,17,SPC,
Interpolated HI for 2% discharge...851,18,0.414579444,2,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 4% discharge...852,18,0.363942011,4,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 6% discharge...853,18,0.362069896,6,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 8% discharge...854,18,0.298414881,8,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 10% discharge...855,18,0.288253752,10,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 12% discharge...856,18,0.305896071,12,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 14% discharge...857,18,0.247015311,14,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 16% discharge...858,18,0.237333893,16,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 18% discharge...859,18,0.236198994,18,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 20% discharge...860,18,0.222853298,20,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 22% discharge...861,18,0.175195882,22,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 24% discharge...862,18,0.168046958,24,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 26% discharge...863,18,0.192637802,26,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 28% discharge...864,18,0.115497953,28,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 30% discharge...865,18,0.131305538,30,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 32% discharge...866,18,0.161183575,32,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 34% discharge...867,18,0.089674607,34,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 36% discharge...868,18,0.077161654,36,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 38% discharge...869,18,0.062518041,38,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 40% discharge...870,18,-0.004189674,40,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 42% discharge...871,18,-0.001528426,42,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
Interpolated HI for 44% discharge...872,18,-0.015249999,44,MOOS_storm4b_08_17_turb,MOOS,storm4b,8,17,turb,
