,column_label,HI,Q_interval,storm.ID,site.ID,storm.num,month,day,response,
Interpolated HI for 42% discharge...221,5,0.364189757,42,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 44% discharge...222,5,0.421074727,44,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 46% discharge...223,5,0.486565911,46,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 48% discharge...224,5,0.549748111,48,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 50% discharge...225,5,0.609676742,50,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 52% discharge...226,5,0.654072208,52,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 54% discharge...227,5,0.668555835,54,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 56% discharge...228,5,0.680100756,56,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 58% discharge...229,5,0.678001679,58,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 60% discharge...230,5,0.653652393,60,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 62% discharge...231,5,0.62940806,62,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 64% discharge...232,5,0.597712007,64,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 66% discharge...233,5,0.534634761,66,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 68% discharge...234,5,0.480688497,68,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 70% discharge...235,5,0.451196474,70,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 72% discharge...236,5,0.383081444,72,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 74% discharge...237,5,0.353274559,74,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 76% discharge...238,5,0.303526448,76,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 78% discharge...239,5,0.261754828,78,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 80% discharge...240,5,0.217254408,80,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 82% discharge...241,5,0.175377834,82,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 84% discharge...242,5,0.12279597,84,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 86% discharge...243,5,0.083438287,86,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 88% discharge...244,5,0.04093199,88,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 90% discharge...245,5,0.000629723,90,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 92% discharge...246,5,-0.036209068,92,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 94% discharge...247,5,-0.054156171,94,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 96% discharge...248,5,-0.053526448,96,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 98% discharge...249,5,-0.047229219,98,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 100% discharge...250,5,-0.029596977,100,MOOS_storm2_07_27_SPC,MOOS,storm2,7,27,SPC,
Interpolated HI for 2% discharge...251,6,-0.088592795,2,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 4% discharge...252,6,-0.084691975,4,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 6% discharge...253,6,-0.083749098,6,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 8% discharge...254,6,-0.081620888,8,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 10% discharge...255,6,-0.078603679,10,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 12% discharge...256,6,-0.078442043,12,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 14% discharge...257,6,-0.075451773,14,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 16% discharge...258,6,-0.07345826,16,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 18% discharge...259,6,-0.067693236,18,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 20% discharge...260,6,-0.070292885,20,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 22% discharge...261,6,-0.07089902,22,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 24% discharge...262,6,-0.070203985,24,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 26% discharge...263,6,-0.071074126,26,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 28% discharge...264,6,-0.096776974,28,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 30% discharge...265,6,-0.188098727,30,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 32% discharge...266,6,-0.156221377,32,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 34% discharge...267,6,-0.15108404,34,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 36% discharge...268,6,-0.165790239,36,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 38% discharge...269,6,-0.174836478,38,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 40% discharge...270,6,-0.19257605,40,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 42% discharge...271,6,-0.194149309,42,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 44% discharge...272,6,-0.218594088,44,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 46% discharge...273,6,-0.257114686,46,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 48% discharge...274,6,-0.318043448,48,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 50% discharge...275,6,-0.42569315,50,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 52% discharge...276,6,-0.47421364,52,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 54% discharge...277,6,-0.550392776,54,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 56% discharge...278,6,-0.604874947,56,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 58% discharge...279,6,-0.675838622,58,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 60% discharge...280,6,-0.803703624,60,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 62% discharge...281,6,-0.82208974,62,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 64% discharge...282,6,-0.853961703,64,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 66% discharge...283,6,-0.813337141,66,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 68% discharge...284,6,-0.931924225,68,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 70% discharge...285,6,-0.870529412,70,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 72% discharge...286,6,-0.828008319,72,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 74% discharge...287,6,-0.906714367,74,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 76% discharge...288,6,-0.799619616,76,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 78% discharge...289,6,-0.77428045,78,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 80% discharge...290,6,-0.690412819,80,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 82% discharge...291,6,-0.66272454,82,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 84% discharge...292,6,-0.648325449,84,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 86% discharge...293,6,-0.573859657,86,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 88% discharge...294,6,-0.515215353,88,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 90% discharge...295,6,-0.445884204,90,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 92% discharge...296,6,-0.359460027,92,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 94% discharge...297,6,-0.256408875,94,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 96% discharge...298,6,-0.256783332,96,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 98% discharge...299,6,-0.164712665,98,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 100% discharge...300,6,-0.065591966,100,MOOS_storm2_07_27_turb,MOOS,storm2,7,27,turb,
Interpolated HI for 2% discharge...301,7,-0.284756145,2,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 4% discharge...302,7,-0.053306971,4,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 6% discharge...303,7,-0.009149415,6,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 8% discharge...304,7,-0.003101496,8,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 10% discharge...305,7,0.014247499,10,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 12% discharge...306,7,0.014247499,12,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 14% discharge...307,7,0.028882686,14,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 16% discharge...308,7,0.033767543,16,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 18% discharge...309,7,0.045165542,18,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 20% discharge...310,7,0.050593161,20,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 22% discharge...311,7,0.050593161,22,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 24% discharge...312,7,0.056796154,24,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 26% discharge...313,7,0.057086919,26,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 28% discharge...314,7,0.066914786,28,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 30% discharge...315,7,0.072594402,30,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 32% discharge...316,7,0.067845235,32,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 34% discharge...317,7,0.067845235,34,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 36% discharge...318,7,0.074532837,36,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 38% discharge...319,7,0.088547724,38,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 40% discharge...320,7,0.093820268,40,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 42% discharge...321,7,0.093820268,42,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 44% discharge...322,7,0.101864775,44,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 46% discharge...323,7,0.101864775,46,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 48% discharge...324,7,0.111343723,48,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 50% discharge...325,7,0.111343723,50,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 52% discharge...326,7,0.101961697,52,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 54% discharge...327,7,0.101961697,54,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 56% discharge...328,7,0.140032566,56,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 58% discharge...329,7,-0.298441498,58,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 60% discharge...330,7,-0.095952547,60,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 62% discharge...331,7,0.352717686,62,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 64% discharge...332,7,0.45266341,64,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 66% discharge...333,7,0.532565713,66,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 68% discharge...334,7,0.617585485,68,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 70% discharge...335,7,0.582402884,70,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 72% discharge...336,7,0.571683337,72,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 74% discharge...337,7,0.32744049,74,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 76% discharge...338,7,0.251007986,76,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 78% discharge...339,7,0.218519811,78,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 80% discharge...340,7,0.134895712,80,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 82% discharge...341,7,0.104791812,82,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 84% discharge...342,7,0.063541909,84,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 86% discharge...343,7,0.013685353,86,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 88% discharge...344,7,-0.064084671,88,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 90% discharge...345,7,-0.160890129,90,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 92% discharge...346,7,-0.185527642,92,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 94% discharge...347,7,-0.235985113,94,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 96% discharge...348,7,-0.253120881,96,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 98% discharge...349,7,-0.285531519,98,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 100% discharge...350,7,-0.629138559,100,MOOS_storm3a_08_06_fDOM,MOOS,storm3a,8,6,fDOM,
Interpolated HI for 2% discharge...351,8,0.480855856,2,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 4% discharge...352,8,0.967342342,4,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 6% discharge...353,8,0.967342342,6,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 8% discharge...354,8,0.960585586,8,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 10% discharge...355,8,0.953828829,10,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 12% discharge...356,8,0.953828829,12,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 14% discharge...357,8,0.947072072,14,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 16% discharge...358,8,0.947072072,16,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 18% discharge...359,8,0.933558559,18,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 20% discharge...360,8,0.933558559,20,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 22% discharge...361,8,0.933558559,22,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 24% discharge...362,8,0.933558559,24,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 26% discharge...363,8,0.933558559,26,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 28% discharge...364,8,0.938963964,28,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 30% discharge...365,8,0.940315315,30,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 32% discharge...366,8,0.936261261,32,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 34% discharge...367,8,0.936261261,34,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 36% discharge...368,8,0.933558559,36,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 38% discharge...369,8,0.926801802,38,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 40% discharge...370,8,0.923423423,40,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 42% discharge...371,8,0.923423423,42,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 44% discharge...372,8,0.906531532,44,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 46% discharge...373,8,0.906531532,46,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 48% discharge...374,8,0.899774775,48,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 50% discharge...375,8,0.899774775,50,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 52% discharge...376,8,0.880630631,52,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 54% discharge...377,8,0.880630631,54,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 56% discharge...378,8,0.856756757,56,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 58% discharge...379,8,0.771396396,58,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 60% discharge...380,8,0.483333333,60,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 62% discharge...381,8,0.391666667,62,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 64% discharge...382,8,0.37972973,64,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 66% discharge...383,8,0.376126126,66,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 68% discharge...384,8,0.418018018,68,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 70% discharge...385,8,0.485135135,70,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 72% discharge...386,8,0.519369369,72,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 74% discharge...387,8,0.609234234,74,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 76% discharge...388,8,0.595720721,76,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 78% discharge...389,8,0.601351351,78,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 80% discharge...390,8,0.614864865,80,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 82% discharge...391,8,0.582207207,82,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 84% discharge...392,8,0.52972973,84,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 86% discharge...393,8,0.502252252,86,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 88% discharge...394,8,0.42972973,88,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 90% discharge...395,8,0.387387387,90,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 92% discharge...396,8,0.353603604,92,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 94% discharge...397,8,0.344594595,94,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 96% discharge...398,8,0.313063063,96,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 98% discharge...399,8,0.31981982,98,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 100% discharge...400,8,0.137387387,100,MOOS_storm3a_08_06_SPC,MOOS,storm3a,8,6,SPC,
Interpolated HI for 2% discharge...401,9,-0.360001364,2,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 4% discharge...402,9,-0.32779281,4,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 6% discharge...403,9,-0.33434139,6,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 8% discharge...404,9,-0.330657814,8,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 10% discharge...405,9,-0.343709498,10,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 12% discharge...406,9,-0.343709498,12,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 14% discharge...407,9,-0.342686282,14,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 16% discharge...408,9,-0.344573546,16,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 18% discharge...409,9,-0.341913186,18,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 20% discharge...410,9,-0.33859342,20,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 22% discharge...411,9,-0.33859342,22,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 24% discharge...412,9,-0.345051047,24,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 26% discharge...413,9,-0.345244321,26,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 28% discharge...414,9,-0.34088997,28,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 30% discharge...415,9,-0.344448487,30,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 32% discharge...416,9,-0.341844971,32,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 34% discharge...417,9,-0.341844971,34,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 36% discharge...418,9,-0.346665454,36,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 38% discharge...419,9,-0.349826053,38,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 40% discharge...420,9,-0.348825576,40,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 42% discharge...421,9,-0.348825576,42,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 44% discharge...422,9,-0.351099388,44,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 46% discharge...423,9,-0.351099388,46,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 48% discharge...424,9,-0.355351418,48,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 50% discharge...425,9,-0.355351418,50,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 52% discharge...426,9,-0.354169035,52,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 54% discharge...427,9,-0.354169035,54,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 56% discharge...428,9,-0.341958662,56,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 58% discharge...429,9,-0.772198095,58,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 60% discharge...430,9,-0.877873531,60,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 62% discharge...431,9,-0.784488051,62,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 64% discharge...432,9,-0.764683144,64,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 66% discharge...433,9,-0.757497897,66,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 68% discharge...434,9,-0.705382114,68,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 70% discharge...435,9,-0.640248755,70,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 72% discharge...436,9,-0.620955456,72,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 74% discharge...437,9,-0.489847427,74,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 76% discharge...438,9,-0.428511335,76,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 78% discharge...439,9,-0.418347393,78,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 80% discharge...440,9,-0.332272221,80,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
