datetimeAK,Q,day,site.ID
2022-05-28T01:15:00Z,2183.7295481825677,2022-05-28,MOOS
2022-05-28T01:30:00Z,2182.392394687339,2022-05-28,MOOS
2022-05-28T01:45:00Z,2185.0667016777943,2022-05-28,MOOS
2022-05-28T02:00:00Z,2179.8518030464056,2022-05-28,MOOS
2022-05-28T02:30:00Z,2176.6315519018,2022-05-28,MOOS
2022-05-28T02:45:00Z,2176.6315519018,2022-05-28,MOOS
2022-05-28T03:00:00Z,2181.7127351836652,2022-05-28,MOOS
2022-05-28T04:00:00Z,2181.7127351836652,2022-05-28,MOOS
2022-05-28T05:00:00Z,2182.9161733293704,2022-05-28,MOOS
2022-05-28T06:00:00Z,2183.5958328330444,2022-05-28,MOOS
2022-05-28T07:00:00Z,2187.339862619683,2022-05-28,MOOS
2022-05-28T08:00:00Z,2182.938338841486,2022-05-28,MOOS
2022-05-28T09:00:00Z,2178.536815063294,2022-05-28,MOOS
2022-05-28T10:00:00Z,2173.3219164319053,2022-05-28,MOOS
2022-05-28T11:00:00Z,2168.9203926537116,2022-05-28,MOOS
2022-05-28T12:00:00Z,2162.3905060392076,2022-05-28,MOOS
2022-05-28T13:00:00Z,2165.7223070212212,2022-05-28,MOOS
2022-05-28T14:00:00Z,2161.9782772345843,2022-05-28,MOOS
2022-05-28T15:00:00Z,2154.9024464659315,2022-05-28,MOOS
2022-05-28T16:00:00Z,2158.2342474479456,2022-05-28,MOOS
2022-05-28T17:00:00Z,2151.8159106708513,2022-05-28,MOOS
2022-05-28T18:00:00Z,2149.932813021474,2022-05-28,MOOS
2022-05-28T19:00:00Z,2148.049715372099,2022-05-28,MOOS
2022-05-28T20:00:00Z,2144.9631795770147,2022-05-28,MOOS
2022-05-28T21:00:00Z,2142.946366578116,2022-05-28,MOOS
2022-05-28T22:00:00Z,2143.603860569671,2022-05-28,MOOS
2022-05-28T23:00:00Z,2136.5058642889085,2022-05-28,MOOS
2022-05-29T00:00:00Z,2136.483698776793,2022-05-29,MOOS
2022-05-29T01:00:00Z,2137.1411927683494,2022-05-29,MOOS
2022-05-29T02:00:00Z,2135.2580951189725,2022-05-29,MOOS
2022-05-29T02:30:00Z,2133.241282120072,2022-05-29,MOOS
2022-05-29T03:00:00Z,2134.5784356153004,2022-05-29,MOOS
2022-05-29T04:00:00Z,2131.904128624845,2022-05-29,MOOS
2022-05-29T05:00:00Z,2135.1022142573333,2022-05-29,MOOS
2022-05-29T06:00:00Z,2128.0263834886828,2022-05-29,MOOS
2022-05-29T07:00:00Z,2138.188750052416,2022-05-29,MOOS
2022-05-29T08:00:00Z,2129.90948113806,2022-05-29,MOOS
2022-05-29T09:00:00Z,2123.245879174036,2022-05-29,MOOS
2022-05-29T10:00:00Z,2122.5883851824815,2022-05-29,MOOS
2022-05-29T11:00:00Z,2123.0006139871066,2022-05-29,MOOS
2022-05-29T12:00:00Z,2117.261936713681,2022-05-29,MOOS
2022-05-29T13:00:00Z,2115.2672892268993,2022-05-29,MOOS
2022-05-29T13:45:00Z,2115.813233381046,2022-05-29,MOOS
2022-05-29T14:00:00Z,2111.2779942533307,2022-05-29,MOOS
2022-05-29T15:00:00Z,2108.0799086208426,2022-05-29,MOOS
2022-05-29T16:00:00Z,2111.957653757003,2022-05-29,MOOS
2022-05-29T17:00:00Z,2108.102074132956,2022-05-29,MOOS
2022-05-29T18:00:00Z,2106.898635987251,2022-05-29,MOOS
2022-05-29T19:00:00Z,2103.0208908510904,2022-05-29,MOOS
2022-05-29T20:00:00Z,2101.683737355862,2022-05-29,MOOS
2022-05-29T20:30:00Z,2098.5331145750333,2022-05-29,MOOS
2022-05-29T21:00:00Z,2097.1263327160314,2022-05-29,MOOS
2022-05-29T21:15:00Z,2101.0040778521916,2022-05-29,MOOS
2022-05-29T21:30:00Z,2099.5332090074417,2022-05-29,MOOS
2022-05-29T21:45:00Z,2103.410954143602,2022-05-29,MOOS
2022-05-29T22:00:00Z,2096.992617366508,2022-05-29,MOOS
2022-05-29T22:30:00Z,2095.655463871279,2022-05-29,MOOS
2022-05-29T22:45:00Z,2096.8589020169843,2022-05-29,MOOS
2022-05-29T23:00:00Z,2096.312957862836,2022-05-29,MOOS
2022-05-29T23:15:00Z,2093.8342581008137,2022-05-29,MOOS
2022-05-29T23:30:00Z,2101.3017966824855,2022-05-29,MOOS
2022-05-29T23:45:00Z,2097.5860243723164,2022-05-29,MOOS
2022-05-30T00:00:00Z,2091.213897715911,2022-05-30,MOOS
2022-05-30T00:15:00Z,2094.5337807878823,2022-05-30,MOOS
2022-05-30T00:30:00Z,2098.586118804723,2022-05-30,MOOS
2022-05-30T00:45:00Z,2096.045527163791,2022-05-30,MOOS
2022-05-30T01:00:00Z,2095.9118118142674,2022-05-30,MOOS
2022-05-30T02:00:00Z,2098.4524034552014,2022-05-30,MOOS
2022-05-30T02:15:00Z,2097.2489653094963,2022-05-30,MOOS
2022-05-30T02:30:00Z,2095.9118118142674,2022-05-30,MOOS
2022-05-30T02:45:00Z,2092.034066678107,2022-05-30,MOOS
2022-05-30T03:00:00Z,2090.830628532402,2022-05-30,MOOS
2022-05-30T03:15:00Z,2092.7137261817793,2022-05-30,MOOS
2022-05-30T04:00:00Z,2093.259670335926,2022-05-30,MOOS
2022-05-30T05:00:00Z,2096.346206131006,2022-05-30,MOOS
2022-05-30T06:00:00Z,2085.281080388791,2022-05-30,MOOS
2022-05-30T07:00:00Z,2090.38442918277,2022-05-30,MOOS
2022-05-30T08:00:00Z,2079.9767974321076,2022-05-30,MOOS
2022-05-30T09:00:00Z,2082.5395545851547,2022-05-30,MOOS
2022-05-30T10:00:00Z,2080.544907098373,2022-05-30,MOOS
2022-05-30T11:00:00Z,2079.2299191152583,2022-05-30,MOOS
2022-05-30T12:00:00Z,2077.235271628475,2022-05-30,MOOS
2022-05-30T13:00:00Z,2065.624201732107,2022-05-30,MOOS
2022-05-30T14:00:00Z,2066.303861235779,2022-05-30,MOOS
2022-05-30T15:00:00Z,2066.9835207394513,2022-05-30,MOOS
2022-05-30T16:00:00Z,2064.576644448041,2022-05-30,MOOS
2022-05-30T17:00:00Z,2057.6345290289137,2022-05-30,MOOS
2022-05-30T18:00:00Z,2060.3088360193688,2022-05-30,MOOS
2022-05-30T19:00:00Z,2058.4257383699914,2022-05-30,MOOS
2022-05-30T20:00:00Z,2054.547993233831,2022-05-30,MOOS
2022-05-30T21:00:00Z,2053.0771243890813,2022-05-30,MOOS
2022-05-30T22:00:00Z,2048.519719749249,2022-05-30,MOOS
2022-05-30T23:00:00Z,2045.8454127587916,2022-05-30,MOOS
2022-05-31T00:00:00Z,2043.6948844103695,2022-05-31,MOOS
2022-05-31T01:00:00Z,2050.77071517902,2022-05-31,MOOS
2022-05-31T02:00:00Z,2041.945502110516,2022-05-31,MOOS
2022-05-31T03:00:00Z,2041.8117867609922,2022-05-31,MOOS
2022-05-31T04:00:00Z,2041.8117867609922,2022-05-31,MOOS
2022-05-31T05:00:00Z,2039.2711951200604,2022-05-31,MOOS
2022-05-31T06:00:00Z,2043.148940256221,2022-05-31,MOOS
2022-05-31T07:00:00Z,2039.1596452826525,2022-05-31,MOOS
2022-05-31T08:00:00Z,2033.2872526597089,2022-05-31,MOOS
2022-05-31T09:00:00Z,2031.2926051729237,2022-05-31,MOOS
2022-05-31T10:00:00Z,2035.1703503090857,2022-05-31,MOOS
2022-05-31T11:00:00Z,2033.0419874727754,2022-05-31,MOOS
2022-05-31T12:00:00Z,2027.849254353504,2022-05-31,MOOS
2022-05-31T13:00:00Z,2020.773423584853,2022-05-31,MOOS
2022-05-31T14:00:00Z,2024.5174533714921,2022-05-31,MOOS
2022-05-31T15:00:00Z,2020.1159295932966,2022-05-31,MOOS
2022-05-31T16:00:00Z,2018.9124914475915,2022-05-31,MOOS
2022-05-31T17:00:00Z,2014.3772523198745,2022-05-31,MOOS
2022-05-31T18:00:00Z,2015.168461660954,2022-05-31,MOOS
2022-05-31T20:00:00Z,2016.3497342945439,2022-05-31,MOOS
2022-05-31T21:00:00Z,2008.5942440222211,2022-05-31,MOOS
2022-05-31T22:00:00Z,2006.5774310233228,2022-05-31,MOOS
2022-05-31T23:00:00Z,2011.6364487930746,2022-05-31,MOOS
2022-06-01T00:00:00Z,2003.7472431712285,2022-06-01,MOOS
2022-06-01T01:00:00Z,2008.9399762905023,2022-06-01,MOOS
2022-06-01T02:00:00Z,2008.3940321363534,2022-06-01,MOOS
2022-06-01T03:00:00Z,2003.1791335049647,2022-06-01,MOOS
2022-06-01T04:00:00Z,2006.5109344869766,2022-06-01,MOOS
2022-06-01T05:00:00Z,2006.5109344869766,2022-06-01,MOOS
2022-06-01T06:00:00Z,2002.6331893508159,2022-06-01,MOOS
2022-06-01T07:00:00Z,2003.1791335049647,2022-06-01,MOOS
2022-06-01T08:00:00Z,1997.4404562315426,2022-06-01,MOOS
2022-06-01T09:00:00Z,1994.766149241087,2022-06-01,MOOS
2022-06-01T10:00:00Z,1994.1086552495306,2022-06-01,MOOS
2022-06-01T11:00:00Z,1994.7883147532025,2022-06-01,MOOS
2022-06-01T12:00:00Z,1997.328906394136,2022-06-01,MOOS
2022-06-01T13:00:00Z,1987.5787686350284,2022-06-01,MOOS
2022-06-01T14:00:00Z,1987.8461993340734,2022-06-01,MOOS
2022-06-01T15:00:00Z,1979.433215070196,2022-06-01,MOOS
2022-06-01T16:00:00Z,1986.6427611883682,2022-06-01,MOOS
2022-06-01T17:00:00Z,1981.5615779065026,2022-06-01,MOOS
2022-06-01T18:00:00Z,1978.8872709160473,2022-06-01,MOOS
2022-06-01T19:00:00Z,1973.80608763418,2022-06-01,MOOS
2022-06-01T20:00:00Z,1976.8704579171485,2022-06-01,MOOS
2022-06-01T20:45:00Z,1976.1907984134768,2022-06-01,MOOS
2022-06-01T21:00:00Z,1970.9758997820877,2022-06-01,MOOS
2022-06-01T22:00:00Z,1972.8368319193494,2022-06-01,MOOS
2022-06-01T23:00:00Z,1970.820018920449,2022-06-01,MOOS
2022-06-01T23:30:00Z,1979.890497175883,2022-06-01,MOOS
2022-06-02T00:00:00Z,1972.2742636311148,2022-06-02,MOOS
2022-06-02T00:45:00Z,1972.0012915540387,2022-06-02,MOOS
2022-06-02T01:00:00Z,1970.9724462890135,2022-06-02,MOOS
2022-06-02T01:30:00Z,1972.658785545595,2022-06-02,MOOS
2022-06-02T02:00:00Z,1975.8568711780854,2022-06-02,MOOS
2022-06-02T02:30:00Z,1972.1128413914485,2022-06-02,MOOS
2022-06-02T03:00:00Z,1973.1825641876303,2022-06-02,MOOS
2022-06-02T04:00:00Z,1981.1833196468806,2022-06-02,MOOS
2022-06-02T05:00:00Z,1977.1718591611966,2022-06-02,MOOS
2022-06-02T06:00:00Z,1971.299466538253,2022-06-02,MOOS
2022-06-02T07:00:00Z,1975.043496324892,2022-06-02,MOOS
2022-06-02T08:00:00Z,1973.0488488381068,2022-06-02,MOOS
2022-06-02T09:00:00Z,1965.181808728376,2022-06-02,MOOS
2022-06-02T10:00:00Z,1960.646569600659,2022-06-02,MOOS
2022-06-02T11:00:00Z,1954.9078923272368,2022-06-02,MOOS
2022-06-02T12:00:00Z,1953.5707388320102,2022-06-02,MOOS
2022-06-02T13:00:00Z,1957.4484839681706,2022-06-02,MOOS
2022-06-02T14:00:00Z,1951.1638625406,2022-06-02,MOOS
2022-06-02T15:00:00Z,1951.1638625406,2022-06-02,MOOS
2022-06-02T16:00:00Z,1944.8792411130291,2022-06-02,MOOS
2022-06-02T17:00:00Z,1945.5367351045838,2022-06-02,MOOS
2022-06-02T18:00:00Z,1941.1130458142748,2022-06-02,MOOS
2022-06-02T19:00:00Z,1950.8410180612673,2022-06-02,MOOS
2022-06-02T20:00:00Z,1942.9518124394212,2022-06-02,MOOS
2022-06-02T20:45:00Z,1944.812744576681,2022-06-02,MOOS
2022-06-02T21:00:00Z,1946.8073920634681,2022-06-02,MOOS
2022-06-02T22:00:00Z,1945.448073056124,2022-06-02,MOOS
2022-06-02T22:45:00Z,1949.1699373306476,2022-06-02,MOOS
2022-06-02T23:00:00Z,1950.5070908258763,2022-06-02,MOOS
2022-06-02T23:15:00Z,1947.6990684858974,2022-06-02,MOOS
2022-06-02T23:30:00Z,1947.6990684858974,2022-06-02,MOOS
2022-06-03T00:00:00Z,1937.402986572643,2022-06-03,MOOS
2022-06-03T00:45:00Z,1946.3397494785515,2022-06-03,MOOS
2022-06-03T01:00:00Z,1945.0025959833229,2022-06-03,MOOS
2022-06-03T01:15:00Z,1942.462004342391,2022-06-03,MOOS
2022-06-03T02:00:00Z,1939.5091838968342,2022-06-03,MOOS
2022-06-03T03:00:00Z,1945.7716398122895,2022-06-03,MOOS
2022-06-03T04:00:00Z,1944.0222575124358,2022-06-03,MOOS
2022-06-03T05:00:00Z,1947.3540584944476,2022-06-03,MOOS
2022-06-03T06:00:00Z,1942.7966538546152,2022-06-03,MOOS
2022-06-03T07:00:00Z,1937.8491859222731,2022-06-03,MOOS
2022-06-03T08:00:00Z,1937.1916919307164,2022-06-03,MOOS
2022-06-03T09:00:00Z,1934.784815639306,2022-06-03,MOOS
2022-06-03T10:00:00Z,1935.4423096308628,2022-06-03,MOOS
2022-06-03T11:00:00Z,1927.954250057587,2022-06-03,MOOS
2022-06-03T12:00:00Z,1926.8845272614033,2022-06-03,MOOS
2022-06-03T13:00:00Z,1924.477650969993,2022-06-03,MOOS
2022-06-03T14:00:00Z,1925.268860311071,2022-06-03,MOOS
2022-06-03T15:00:00Z,1923.385762661696,2022-06-03,MOOS
2022-06-03T16:00:00Z,1920.432942216135,2022-06-03,MOOS
2022-06-03T17:00:00Z,1923.0850836944787,2022-06-03,MOOS
2022-06-03T18:00:00Z,1920.6782074030684,2022-06-03,MOOS
2022-06-03T19:00:00Z,1922.6506893777364,2022-06-03,MOOS
2022-06-03T21:00:00Z,1922.2273778170525,2022-06-03,MOOS
2022-06-03T22:00:00Z,1914.9956661867668,2022-06-03,MOOS
2022-06-03T23:00:00Z,1916.4443695194013,2022-06-03,MOOS
2022-06-04T00:00:00Z,1918.8290802986962,2022-06-04,MOOS
2022-06-04T01:00:00Z,1922.8183752722628,2022-06-04,MOOS
2022-06-04T04:00:00Z,1928.1226582289444,2022-06-04,MOOS
2022-06-04T05:00:00Z,1919.709673965067,2022-06-04,MOOS
2022-06-04T06:00:00Z,1922.1165502564772,2022-06-04,MOOS
2022-06-04T07:00:00Z,1921.0468274602954,2022-06-04,MOOS
2022-06-04T08:00:00Z,1921.0468274602954,2022-06-04,MOOS
2022-06-04T09:00:00Z,1919.5759586155455,2022-06-04,MOOS
2022-06-04T10:00:00Z,1914.3610599841563,2022-06-04,MOOS
2022-06-04T10:30:00Z,1918.238805120317,2022-06-04,MOOS
2022-06-04T11:00:00Z,1913.1576218384512,2022-06-04,MOOS
2022-06-04T11:15:00Z,1909.279876702289,2022-06-04,MOOS
2022-06-04T11:30:00Z,1906.7392850613571,2022-06-04,MOOS
2022-06-04T12:00:00Z,1917.4254302671195,2022-06-04,MOOS
2022-06-04T13:00:00Z,1913.6814004804826,2022-06-04,MOOS
2022-06-04T16:00:00Z,1898.170419935839,2022-06-04,MOOS
2022-06-04T17:00:00Z,1905.7700293465227,2022-06-04,MOOS
2022-06-04T18:00:00Z,1910.3052684742397,2022-06-04,MOOS
2022-06-04T18:15:00Z,1906.4275233380795,2022-06-04,MOOS
2022-06-04T19:00:00Z,1904.9566544933293,2022-06-04,MOOS
2022-06-04T20:00:00Z,1909.4918936210483,2022-06-04,MOOS
2022-06-04T21:00:00Z,1906.137927126919,2022-06-04,MOOS
2022-06-04T22:00:00Z,1902.6724107953855,2022-06-04,MOOS
2022-06-04T23:00:00Z,1900.7893131460066,2022-06-04,MOOS
2022-06-05T00:00:00Z,1905.1908369242042,2022-06-05,MOOS
2022-06-05T01:00:00Z,1904.3774620710067,2022-06-05,MOOS
2022-06-05T02:00:00Z,1905.7146155662354,2022-06-05,MOOS
2022-06-05T03:00:00Z,1903.040308575778,2022-06-05,MOOS
2022-06-05T04:00:00Z,1904.3774620710067,2022-06-05,MOOS
2022-06-05T05:00:00Z,1902.3828145842253,2022-06-05,MOOS
2022-06-05T06:00:00Z,1899.3184443012565,2022-06-05,MOOS
2022-06-05T07:00:00Z,1896.12035866877,2022-06-05,MOOS
2022-06-05T08:00:00Z,1897.5912275135202,2022-06-05,MOOS
2022-06-05T09:00:00Z,1891.3287715980628,2022-06-05,MOOS
2022-06-05T10:00:00Z,1885.0441501704922,2022-06-05,MOOS
2022-06-05T11:00:00Z,1883.049502683707,2022-06-05,MOOS
2022-06-05T12:00:00Z,1883.3169333827539,2022-06-05,MOOS
2022-06-05T13:00:00Z,1880.77634174182,2022-06-05,MOOS
2022-06-05T14:00:00Z,1876.8985966056598,2022-06-05,MOOS
2022-06-05T15:00:00Z,1878.3694654504097,2022-06-05,MOOS
2022-06-05T16:00:00Z,1871.2936346817573,2022-06-05,MOOS
2022-06-05T17:00:00Z,1871.4273500312806,2022-06-05,MOOS
2022-06-05T18:00:00Z,1871.4273500312806,2022-06-05,MOOS
2022-06-05T19:00:00Z,1883.0384199276502,2022-06-05,MOOS
2022-06-05T20:00:00Z,1879.5729035961149,2022-06-05,MOOS
2022-06-05T21:00:00Z,1872.7534207704525,2022-06-05,MOOS
2022-06-05T22:00:00Z,1872.0737612667804,2022-06-05,MOOS
2022-06-05T23:00:00Z,1869.2657389268018,2022-06-05,MOOS
2022-06-06T00:00:00Z,1868.4523640736084,2022-06-06,MOOS
2022-06-06T01:00:00Z,1870.8592403650186,2022-06-06,MOOS
2022-06-06T02:00:00Z,1874.3247566965538,2022-06-06,MOOS
2022-06-06T03:00:00Z,1870.9929557145401,2022-06-06,MOOS
2022-06-06T04:00:00Z,1869.9232329183583,2022-06-06,MOOS
2022-06-06T05:00:00Z,1871.8063305677356,2022-06-06,MOOS
2022-06-06T06:00:00Z,1868.7419602847685,2022-06-06,MOOS
2022-06-06T07:00:00Z,1866.7473127979833,2022-06-06,MOOS
2022-06-06T08:00:00Z,1854.6124642595846,2022-06-06,MOOS
2022-06-06T09:00:00Z,1859.3035842489385,2022-06-06,MOOS
2022-06-06T10:00:00Z,1861.1866818983156,2022-06-06,MOOS
2022-06-06T11:00:00Z,1855.0357758202663,2022-06-06,MOOS
2022-06-06T12:00:00Z,1859.4594651105772,2022-06-06,MOOS
2022-06-06T13:00:00Z,1855.0579413323817,2022-06-06,MOOS
2022-06-06T14:00:00Z,1850.5227022046647,2022-06-06,MOOS
2022-06-06T15:00:00Z,1849.8652082131082,2022-06-06,MOOS
2022-06-06T16:00:00Z,1841.4522239492308,2022-06-06,MOOS
2022-06-06T17:00:00Z,1847.870560726325,2022-06-06,MOOS
2022-06-06T18:00:00Z,1846.66712258062,2022-06-06,MOOS
2022-06-06T19:00:00Z,1846.3996918815749,2022-06-06,MOOS
2022-06-06T20:00:00Z,1842.3882313958911,2022-06-06,MOOS
2022-06-06T21:00:00Z,1848.4054221244169,2022-06-06,MOOS
2022-06-06T22:00:00Z,1842.923092793983,2022-06-06,MOOS
2022-06-06T23:00:00Z,1845.3078035732758,2022-06-06,MOOS
2022-06-07T00:00:00Z,1841.2963430875939,2022-06-07,MOOS
2022-06-07T01:00:00Z,1846.243811019936,2022-06-07,MOOS
2022-06-07T02:00:00Z,1844.3607133705589,2022-06-07,MOOS
2022-06-07T03:00:00Z,1850.3668213430278,2022-06-07,MOOS
2022-06-07T04:00:00Z,1845.1740882237543,2022-06-07,MOOS
2022-06-07T05:00:00Z,1843.8369347285256,2022-06-07,MOOS
2022-06-07T06:00:00Z,1847.0571858731296,2022-06-07,MOOS
2022-06-07T07:00:00Z,1840.7947299576742,2022-06-07,MOOS
2022-06-07T08:00:00Z,1845.8759132395398,2022-06-07,MOOS
2022-06-07T09:00:00Z,1842.2655988024244,2022-06-07,MOOS
2022-06-07T10:00:00Z,1833.1951205469904,2022-06-07,MOOS
2022-06-07T11:00:00Z,1838.2763038288558,2022-06-07,MOOS
2022-06-07T12:00:00Z,1831.3341884097285,2022-06-07,MOOS
2022-06-07T13:00:00Z,1832.0138479134007,2022-06-07,MOOS
2022-06-07T14:00:00Z,1826.4088859895019,2022-06-07,MOOS
2022-06-07T15:00:00Z,1828.9494776304336,2022-06-07,MOOS
2022-06-07T16:00:00Z,1826.4088859895019,2022-06-07,MOOS
2022-06-07T17:00:00Z,1825.0717324942734,2022-06-07,MOOS
2022-06-07T18:00:00Z,1825.0717324942734,2022-06-07,MOOS
2022-06-07T20:00:00Z,1344.0976202607994,2022-06-07,MOOS
2022-06-07T21:00:00Z,1350.772304980882,2022-06-07,MOOS
2022-06-07T22:00:00Z,1347.8305672913798,2022-06-07,MOOS
2022-06-07T23:00:00Z,1826.787866525955,2022-06-07,MOOS
2022-06-08T00:00:00Z,1830.3981809630704,2022-06-08,MOOS
2022-06-08T01:00:00Z,1828.92731211832,2022-06-08,MOOS
2022-06-08T02:00:00Z,1829.1947428173653,2022-06-08,MOOS
2022-06-08T03:00:00Z,1832.414993961971,2022-06-08,MOOS
2022-06-08T04:00:00Z,1826.6763166885487,2022-06-08,MOOS
2022-06-08T05:00:00Z,1831.8912153199358,2022-06-08,MOOS
2022-06-08T06:00:00Z,1824.29160590925,2022-06-08,MOOS
2022-06-08T07:00:00Z,1828.303066394934,2022-06-08,MOOS
2022-06-08T08:00:00Z,1819.5000188385447,2022-06-08,MOOS
2022-06-08T09:00:00Z,1820.970887683295,2022-06-08,MOOS
2022-06-08T10:00:00Z,1820.1796783422187,2022-06-08,MOOS
2022-06-08T10:45:00Z,1820.1796783422187,2022-06-08,MOOS
2022-06-08T11:00:00Z,1818.9762401965136,2022-06-08,MOOS
2022-06-08T11:45:00Z,1815.2322104098748,2022-06-08,MOOS
2022-06-08T12:00:00Z,1817.9065174003317,2022-06-08,MOOS
2022-06-08T12:15:00Z,1814.57471641832,2022-06-08,MOOS
2022-06-08T13:00:00Z,1815.9118699135468,2022-06-08,MOOS
