FRCH,MOOS,POKE,STRT,VAUL
291.93376621512095,1240.895891790146,332.849959833692,932.3304699383664,90.98741217614688
264.21168121647617,1225.7856397525395,332.16980176280805,924.0323243333756,83.07285244039903
247.8516397938021,1210.7886993680986,330.93598867993205,913.8826676835114,75.50611925794978
246.00564417379292,1211.3821870004433,332.28093906944014,916.0276443335601,92.34002049144691
245.53520159981684,1223.2172030316608,338.02521361532933,921.9867274209528,94.6132744871184
231.61531047805988,1209.9592886174396,330.1069751323027,914.0230188378345,83.30624803661837
230.66134777173517,1208.925512225283,328.53390280059705,907.3984944670806,86.13511932552373
235.16222208075595,1251.2784477141113,337.6295403450856,918.4649749714208,93.67662651444847
212.55224426481658,1214.0535600698267,333.427543201547,908.0788583641684,89.21226758682174
211.69431303903363,1196.853038765187,332.02507660730816,904.0841770233421,86.02263445745528
202.52560716287627,1192.49913158415,330.6791573846784,905.2866018763378,81.38042017079673
202.62487966606628,1180.8499866945442,331.5006711343961,904.0466646727238,76.3943316602179
204.65976162649375,1182.688295999243,331.56159199498734,906.7781123453836,72.79625807779671
197.47277112178583,1180.5405598333389,331.05565796846565,907.4671864284919,73.51913219108205
194.54107570713035,1177.5278393072574,329.01119719044937,915.8152095925631,71.6263010727312
199.07632761425594,1192.548196618732,333.49690249861857,932.9117244526856,74.99985519366352
215.66384610298337,1187.2019631433106,333.91560364001487,920.571333008736,75.42747126535414
209.02813045036933,1180.309632105084,349.826803670548,943.1892259182365,87.81409437906585
199.59030649354884,998.362278098382,340.39867053650687,941.9849914593748,94.00625455146815
165.6921913801317,1141.4679723222478,341.24337052764764,927.4021328076832,91.46544768421242
160.57186224949842,1125.8407535587337,336.0926791502158,923.959102468851,80.13213293816257
172.60531206902374,1130.5838484522997,340.31438515222374,902.2221995210267,78.96731117375127
176.0642530495048,1146.546244680841,339.38698609004706,924.7968670980669,68.66321266974171
201.85833281422353,1192.8735398258502,349.43828197401155,1000.782070377127,67.43136167421183
160.48619967709575,1160.4544080170085,345.7698575994383,956.5512462051137,67.28820829610784
163.00043072201376,1157.2931212707997,343.98100038442306,930.2205818926041,65.44636111057788
157.73116856491023,1143.2014539229199,345.8513465640913,920.0205283032763,66.89438549603685
167.98750366768232,1149.0944395923204,354.0423293974733,920.0841356551994,67.35172708654551
187.41056761150816,1186.906480310805,369.8265666420284,920.2449800893614,64.38961790074016
152.2471284234925,1168.4281666207116,375.6070997723692,909.9422249083269,73.74990977404939
148.2557884711154,1154.5755502366167,365.2708429219736,906.2781382953964,76.9112570631861
147.74121238203657,1150.979721516903,360.7654448818169,903.8493333091324,77.19386437373075
163.78364116211654,1158.8088323351071,355.41909487318765,904.0775719756663,77.1930092961536
237.46625206921593,1224.749374668963,390.0420928546635,908.6571055344176,229.51776700887896
284.96496378865686,1360.2431190251968,378.03529690601545,917.9172626257763,339.47466963380407
226.40746846455184,1287.1147840601418,364.34751807975096,907.0575836653913,273.2561402903645
210.14040956580638,1252.1169860108887,356.6317137947266,904.0191222748031,225.90423760198817
195.8189967603613,1226.3230838307134,365.06004894774514,903.7501323182156,191.7353497328575
233.07054081518498,1239.5642674195826,361.43821067598793,913.1224947906941,164.5404024960729
291.9252137572386,1372.001480504821,368.24474687011394,942.5581143537106,155.21167492168854
309.46343400721355,1354.0213327605582,361.1831930108064,948.2830479318148,144.51485197226782
307.1909741645011,1373.489597899591,364.26470479556565,954.7655331762905,142.4185835393761
261.8560544756333,1324.9598136393156,355.0311217270717,932.4850468883072,132.57653349973742
229.31244735663307,1289.0833388623698,356.8005181592216,930.7284655123048,127.2134053855415
202.79203587382295,1252.854171273813,373.44220431346355,914.8602938963303,117.27865734133955
203.2296341309285,1250.3896813611198,358.3370155986873,909.1905328960352,109.99533367632874
183.71384837627937,1257.7882167006753,368.5796584424084,911.7772032455434,104.31546382422029
161.1935655620003,1235.9285065731747,371.1250407097355,910.8948149763603,104.7151421820507
147.8324947999185,1219.969012766438,356.757165539185,904.2065890843916,96.17739104969705
138.1754253256235,1203.5291146758643,354.60331779824935,902.3977338965033,93.22955022481796
129.3925342204691,1190.1346418056262,363.2214280900278,902.5643034025745,97.95358026711192
125.71913804177427,1181.5376957515214,367.6253174930445,902.709163772962,137.86138217880645
113.84361424889526,1172.881841613809,370.0089262724065,903.389203767922,130.50029650931938
111.12745621497918,1157.87463056056,NA,909.2764933590214,123.75027248485503
106.8032395192433,1151.631467770847,NA,908.5457190431451,118.42259456693274
110.07179534092174,1155.554818786225,NA,908.9983165603384,105.24538021601981
108.6351310414469,1149.6626831741648,NA,906.9730730634565,106.10638213169166
156.00290010743853,NA,NA,NA,106.80786484407604
154.6448102015361,NA,NA,NA,108.62424483575467
NA,NA,NA,NA,115.61612026659195
NA,NA,NA,NA,102.40938637354554
