"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","MeanDischarge","DateTime","fDOM.RFU","SpCond.uScm"
"1","POKE",2020-09-09 14:00:00,889.339722457691,2020-09-09 08:00:00,69.3509090909091,97.6727272727273,3.84818181818182,25.9934257235575,889.339722457691,2020-09-09 14:00:00,69.3509090909091,97.6727272727273
"2","POKE",2020-09-09 14:15:00,875.172948932159,2020-09-09 08:00:00,69.1572727272727,97.6636363636364,4.72727272727273,25.9316072375616,875.172948932159,2020-09-09 14:15:00,69.1572727272727,97.6636363636364
"3","POKE",2020-09-09 14:30:00,875.172948932159,2020-09-09 08:00:00,68.8536363636364,97.6454545454545,4.12818181818182,25.8454096303277,875.172948932159,2020-09-09 14:30:00,68.8536363636364,97.6454545454545
"4","POKE",2020-09-09 14:45:00,886.506367752561,2020-09-09 08:00:00,68.9463636363636,97.6,4.23090909090909,25.7844618272331,886.506367752561,2020-09-09 14:45:00,68.9463636363636,97.6
"5","POKE",2020-09-09 15:00:00,892.173077162821,2020-09-09 08:00:00,69.0018181818182,97.5818181818182,3.78727272727273,25.7957807049507,892.173077162821,2020-09-09 15:00:00,69.0018181818182,97.5818181818182
"6","POKE",2020-09-09 15:15:00,886.506367752561,2020-09-09 08:00:00,68.9481818181818,97.5545454545454,3.73545454545455,25.6843332935777,886.506367752561,2020-09-09 15:15:00,68.9481818181818,97.5545454545454
"7","POKE",2020-09-09 15:30:00,895.006431867951,2020-09-09 08:00:00,68.9436363636364,97.4636363636364,4.03181818181818,25.650376660425,895.006431867951,2020-09-09 15:30:00,68.9436363636364,97.4636363636364
"8","POKE",2020-09-09 15:45:00,897.83978657308,2020-09-09 08:00:00,68.7209090909091,97.3818181818182,4.16090909090909,25.6425405143128,897.83978657308,2020-09-09 15:45:00,68.7209090909091,97.3818181818182
"9","POKE",2020-09-09 16:00:00,897.83978657308,2020-09-09 08:00:00,68.6009090909091,97.3,4.65818181818182,25.5842047599222,897.83978657308,2020-09-09 16:00:00,68.6009090909091,97.3
"10","POKE",2020-09-09 16:15:00,917.673269508989,2020-09-09 08:00:00,68.7418181818182,97.2818181818182,4.36272727272727,25.5171621765181,917.673269508989,2020-09-09 16:15:00,68.7418181818182,97.2818181818182
"11","POKE",2020-09-09 16:30:00,900.67314127821,2020-09-09 08:00:00,68.8172727272727,97.2,4.51636363636364,25.4675332511411,900.67314127821,2020-09-09 16:30:00,68.8172727272727,97.2
"12","POKE",2020-09-09 16:45:00,914.839914803859,2020-09-09 08:00:00,68.7327272727273,97.0818181818182,4.61636363636364,25.4753693972532,914.839914803859,2020-09-09 16:45:00,68.7327272727273,97.0818181818182
"13","POKE",2020-09-09 17:00:00,920.506624214002,2020-09-09 08:00:00,68.8709090909091,97.0272727272727,4.74818181818182,25.3943958874275,920.506624214002,2020-09-09 17:00:00,68.8709090909091,97.0272727272727
"14","POKE",2020-09-09 17:15:00,912.006560098729,2020-09-09 08:00:00,69.2436363636364,96.9818181818182,5.11090909090909,25.3526031081626,912.006560098729,2020-09-09 17:15:00,69.2436363636364,96.9818181818182
"15","POKE",2020-09-09 17:30:00,909.173205393599,2020-09-09 08:00:00,69.4518181818182,96.9454545454546,4.53636363636364,25.2803364273503,909.173205393599,2020-09-09 17:30:00,69.4518181818182,96.9454545454546
