"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","MeanDischarge","DateTime","fDOM.RFU","SpCond.uScm"
"1","POKE",2020-08-12 21:15:00,917.673269508989,2020-08-12 08:00:00,46.1281818181818,93.9,13.6263636363636,28.553233453532,917.673269508989,2020-08-12 21:15:00,46.1281818181818,93.9
"2","POKE",2020-08-12 21:30:00,917.673269508989,2020-08-12 08:00:00,45.9290909090909,93.8818181818182,15.57,28.656844718793,917.673269508989,2020-08-12 21:30:00,45.9290909090909,93.8818181818182
"3","POKE",2020-08-12 21:45:00,920.506624214002,2020-08-12 08:00:00,46.8363636363636,93.9,12.6881818181818,28.7204045705916,920.506624214002,2020-08-12 21:45:00,46.8363636363636,93.9
"4","POKE",2020-08-12 22:00:00,914.839914803859,2020-08-12 08:00:00,46.6718181818182,93.8727272727273,13.9627272727273,28.832722664866,914.839914803859,2020-08-12 22:00:00,46.6718181818182,93.8727272727273
"5","POKE",2020-08-12 22:15:00,917.673269508989,2020-08-12 08:00:00,46.7245454545455,93.8818181818182,13.3627272727273,28.8806102244404,917.673269508989,2020-08-12 22:15:00,46.7245454545455,93.8818181818182
"6","POKE",2020-08-12 22:30:00,914.839914803859,2020-08-12 08:00:00,47.1218181818182,93.9454545454546,13.23,29.0521347560067,914.839914803859,2020-08-12 22:30:00,47.1218181818182,93.9454545454546
"7","POKE",2020-08-12 22:45:00,906.33985068847,2020-08-12 08:00:00,47.5754545454545,93.9636363636364,11.8427272727273,29.0860913891594,906.33985068847,2020-08-12 22:45:00,47.5754545454545,93.9636363636364
"8","POKE",2020-08-12 23:00:00,914.839914803859,2020-08-12 08:00:00,47.7254545454545,93.9727272727273,11.8836363636364,29.1870906057163,914.839914803859,2020-08-12 23:00:00,47.7254545454545,93.9727272727273
"9","POKE",2020-08-12 23:15:00,897.83978657308,2020-08-12 08:00:00,47.5581818181818,93.9636363636364,12.3936363636364,29.2149524585595,897.83978657308,2020-08-12 23:15:00,47.5581818181818,93.9636363636364
"10","POKE",2020-08-12 23:30:00,920.506624214002,2020-08-12 08:00:00,48.13,93.9636363636364,10.7663636363636,29.3272705528339,920.506624214002,2020-08-12 23:30:00,48.13,93.9636363636364
"11","POKE",2020-08-12 23:45:00,912.006560098729,2020-08-12 08:00:00,48.4445454545455,93.9727272727273,10.8609090909091,29.3098568948069,912.006560098729,2020-08-12 23:45:00,48.4445454545455,93.9727272727273
"12","POKE",2020-08-13 00:00:00,895.006431867951,2020-08-12 08:00:00,48.7636363636364,93.9818181818182,10.1245454545455,29.3255291870313,895.006431867951,2020-08-13 00:00:00,48.7636363636364,93.9818181818182
"13","POKE",2020-08-13 00:15:00,897.83978657308,2020-08-12 08:00:00,48.8609090909091,94.0363636363636,9.95,29.3281412357353,897.83978657308,2020-08-13 00:15:00,48.8609090909091,94.0363636363636
"14","POKE",2020-08-13 00:30:00,886.506367752561,2020-08-12 08:00:00,48.6672727272727,94.0636363636364,10.9318181818182,29.4387179642069,886.506367752561,2020-08-13 00:30:00,48.6672727272727,94.0636363636364
"15","POKE",2020-08-13 00:45:00,897.83978657308,2020-08-12 08:00:00,48.83,94.0727272727273,10.5709090909091,29.4326231838975,897.83978657308,2020-08-13 00:45:00,48.83,94.0727272727273
"16","POKE",2020-08-13 01:00:00,895.006431867951,2020-08-12 08:00:00,48.9090909090909,94.0727272727273,10.6381818181818,29.4465541103191,895.006431867951,2020-08-13 01:00:00,48.9090909090909,94.0727272727273
"17","POKE",2020-08-13 01:15:00,889.339722457691,2020-08-12 08:00:00,49.0418181818182,94.0818181818182,10.2636363636364,29.4683211828529,889.339722457691,2020-08-13 01:15:00,49.0418181818182,94.0818181818182
"18","POKE",2020-08-13 01:30:00,883.673013047548,2020-08-12 08:00:00,49.1345454545455,94.0909090909091,9.54727272727273,29.4813814263732,883.673013047548,2020-08-13 01:30:00,49.1345454545455,94.0909090909091
"19","POKE",2020-08-13 01:45:00,892.173077162821,2020-08-12 08:00:00,49.2963636363636,94.1,8.72636363636364,29.4752866460637,892.173077162821,2020-08-13 01:45:00,49.2963636363636,94.1
