"","site.ID","Q","datetimeAK","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","ABS_254","DateTime","MeanDischarge","SpCond.uScm"
"1965","STRT",14146.8643496265,2020-06-24 11:00:00,113.044705196038,67.9545454545455,34.19,25.3185504810918,0.384964285714286,2020-06-24 11:00:00,14146.8643496265,67.9545454545455
"1966","STRT",14192.3446238381,2020-06-24 11:15:00,113.252854118749,67.9818181818182,37.8418181818182,25.2444790778694,0.387107142857143,2020-06-24 11:15:00,14192.3446238381,67.9818181818182
"1967","STRT",14192.3446238381,2020-06-24 11:30:00,112.952403416893,67.9181818181818,34.4772727272727,25.2459907391597,0.387707142857143,2020-06-24 11:30:00,14192.3446238381,67.9181818181818
"1968","STRT",14252.9849894531,2020-06-24 11:45:00,NA,NA,NA,23.6571428571429,NA,2020-06-24 11:45:00,14252.9849894531,NA
"1969","STRT",14252.9849894531,2020-06-24 12:00:00,NA,NA,NA,23.6571428571429,NA,2020-06-24 12:00:00,14252.9849894531,NA
"1970","STRT",14207.5047152415,2020-06-24 12:15:00,NA,NA,NA,23.6571428571429,NA,2020-06-24 12:15:00,14207.5047152415,NA
"1971","STRT",14207.5047152415,2020-06-24 12:30:00,NA,NA,NA,NA,NA,2020-06-24 12:30:00,14207.5047152415,NA
"1972","STRT",14177.1845324342,2020-06-24 12:45:00,NA,NA,NA,NA,NA,2020-06-24 12:45:00,14177.1845324342,NA
"1973","STRT",14298.4652636647,2020-06-24 13:00:00,NA,NA,NA,NA,NA,2020-06-24 13:00:00,14298.4652636647,NA
"1974","STRT",14237.8248980492,2020-06-24 13:15:00,NA,NA,NA,NA,NA,2020-06-24 13:15:00,14237.8248980492,NA
"1975","STRT",14222.6648066454,2020-06-24 13:30:00,NA,NA,NA,NA,NA,2020-06-24 13:30:00,14222.6648066454,NA
"1976","STRT",14192.3446238381,2020-06-24 13:45:00,NA,NA,NA,NA,NA,2020-06-24 13:45:00,14192.3446238381,NA
"1977","STRT",14283.3051722613,2020-06-24 14:00:00,NA,NA,NA,NA,NA,2020-06-24 14:00:00,14283.3051722613,NA
"1978","STRT",14268.1450808574,2020-06-24 14:15:00,NA,NA,NA,NA,NA,2020-06-24 14:15:00,14268.1450808574,NA
"1979","STRT",14252.9849894531,2020-06-24 14:30:00,NA,NA,NA,NA,NA,2020-06-24 14:30:00,14252.9849894531,NA
"1980","STRT",14313.6253550686,2020-06-24 14:45:00,NA,NA,NA,NA,NA,2020-06-24 14:45:00,14313.6253550686,NA
"1981","STRT",14283.3051722613,2020-06-24 15:00:00,NA,NA,NA,24.7599916343436,0.413607142857143,2020-06-24 15:00:00,14283.3051722613,NA
"1982","STRT",14389.4258120875,2020-06-24 15:15:00,112.585453358989,66.3727272727273,49.4136363636364,24.8045856424061,0.413985714285714,2020-06-24 15:15:00,14389.4258120875,66.3727272727273
"1983","STRT",14252.9849894531,2020-06-24 15:30:00,113.843097197261,65.8818181818182,39.5363636363636,24.7872015375681,0.414685714285714,2020-06-24 15:30:00,14252.9849894531,65.8818181818182
"1984","STRT",14268.1450808574,2020-06-24 15:45:00,114.648439352583,65.5636363636364,39.5854545454545,24.7509216666021,0.414514285714286,2020-06-24 15:45:00,14268.1450808574,65.5636363636364
"1985","STRT",14252.9849894531,2020-06-24 16:00:00,114.630802070707,65.2545454545455,44.93,24.7380725456349,0.416057142857143,2020-06-24 16:00:00,14252.9849894531,65.2545454545455
"1986","STRT",14404.5859034914,2020-06-24 16:15:00,114.046414573334,64.9545454545455,38.8745454545455,24.7252234246678,0.415871428571429,2020-06-24 16:15:00,14404.5859034914,64.9545454545455
"1987","STRT",14359.1056292802,2020-06-24 16:30:00,114.689500324702,64.7454545454545,51.2090909090909,24.6579544972515,0.419628571428571,2020-06-24 16:30:00,14359.1056292802,64.7454545454545
"1988","STRT",14283.3051722613,2020-06-24 16:45:00,114.446589627034,64.5818181818182,47.1936363636364,24.6632453117674,0.41595,2020-06-24 16:45:00,14283.3051722613,64.5818181818182
"1989","STRT",14359.1056292802,2020-06-24 17:00:00,113.312227441379,64.5909090909091,52.2136363636364,24.642837884349,0.4164,2020-06-24 17:00:00,14359.1056292802,64.5909090909091
"1990","STRT",14374.2657206841,2020-06-24 17:15:00,113.510459493373,64.4181818181818,46.1381818181818,24.6420820537039,0.416635714285714,2020-06-24 17:15:00,14374.2657206841,64.4181818181818
"1991","STRT",14313.6253550686,2020-06-24 17:30:00,113.848769400976,64.3090909090909,43.52,24.6080696746733,0.417271428571429,2020-06-24 17:30:00,14313.6253550686,64.3090909090909
"1992","STRT",14298.4652636647,2020-06-24 17:45:00,113.64925804,64.0909090909091,43.6518181818182,24.5755689569328,0.416685714285714,2020-06-24 17:45:00,14298.4652636647,64.0909090909091
"1993","STRT",14237.8248980492,2020-06-24 18:00:00,113.186331272546,63.9636363636364,45.0927272727273,24.6027788601574,0.415785714285714,2020-06-24 18:00:00,14237.8248980492,63.9636363636364
"1994","STRT",14207.5047152415,2020-06-24 18:15:00,113.548408299383,63.7636363636364,52.0890909090909,24.5778364488681,0.415407142857143,2020-06-24 18:15:00,14207.5047152415,63.7636363636364
"1995","STRT",14268.1450808574,2020-06-24 18:30:00,113.675537115973,63.6727272727273,46.7972727272727,24.546847392418,0.413592857142857,2020-06-24 18:30:00,14268.1450808574,63.6727272727273
"1996","STRT",14177.1845324342,2020-06-24 18:45:00,113.618589074192,63.5727272727273,44.3127272727273,24.5045208762909,0.413935714285714,2020-06-24 18:45:00,14177.1845324342,63.5727272727273
"1997","STRT",14177.1845324342,2020-06-24 19:00:00,113.019770097393,63.5818181818182,44.8918181818182,24.5445799004827,0.414785714285714,2020-06-24 19:00:00,14177.1845324342,63.5818181818182
"1998","STRT",14146.8643496265,2020-06-24 19:15:00,112.551151064726,63.5181818181818,42.9072727272727,24.5317307795155,0.412771428571429,2020-06-24 19:15:00,14146.8643496265,63.5181818181818
