"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","MeanDischarge","DateTime"
"1","FRCH",2020-06-20 14:45:00,412.391276617345,2020-06-20 08:00:00,72.9454545454545,71.6727272727273,17.1872727272727,23.2155637426057,412.391276617345,2020-06-20 14:45:00
"2","FRCH",2020-06-20 15:00:00,413.512544536032,2020-06-20 08:00:00,73.3145454545455,71.6636363636364,16.2172727272727,23.2092489840772,413.512544536032,2020-06-20 15:00:00
"3","FRCH",2020-06-20 15:15:00,416.166001148827,2020-06-20 08:00:00,73.26,71.6636363636364,22.5454545454545,23.248540814921,416.166001148827,2020-06-20 15:15:00
"4","FRCH",2020-06-20 15:30:00,418.997044547446,2020-06-20 08:00:00,73.1136363636364,71.6090909090909,18.5772727272727,23.2134588230962,418.997044547446,2020-06-20 15:30:00
"5","FRCH",2020-06-20 15:45:00,423.89303699763,2020-06-20 08:00:00,72.9763636363636,71.5272727272727,17.7745454545455,23.1776751914348,423.89303699763,2020-06-20 15:45:00
"6","FRCH",2020-06-20 16:00:00,425.014304916287,2020-06-20 08:00:00,72.8263636363636,71.5363636363636,15.2890909090909,23.151012877648,425.014304916287,2020-06-20 16:00:00
"7","FRCH",2020-06-20 16:15:00,425.780399263342,2020-06-20 08:00:00,72.7145454545455,71.5363636363636,18,23.1629407548684,425.780399263342,2020-06-20 16:15:00
"8","FRCH",2020-06-20 16:30:00,428.994489835517,2020-06-20 08:00:00,72.9972727272727,71.5272727272727,15.8654545454545,23.1636423947049,428.994489835517,2020-06-20 16:30:00
"9","FRCH",2020-06-20 16:45:00,430.704265315435,2020-06-20 08:00:00,73.0218181818182,71.5363636363636,16.2118181818182,23.14259319961,430.704265315435,2020-06-20 16:45:00
"10","FRCH",2020-06-20 17:00:00,434.06806907148,2020-06-20 08:00:00,72.9409090909091,71.5272727272727,15.0454545454545,23.1503112378115,434.06806907148,2020-06-20 17:00:00
"11","FRCH",2020-06-20 17:15:00,430.704265315435,2020-06-20 08:00:00,72.7863636363636,71.5363636363636,18.4081818181818,23.15662599634,430.704265315435,2020-06-20 17:15:00
"12","FRCH",2020-06-20 17:30:00,430.143631356099,2020-06-20 08:00:00,72.9372727272727,71.5363636363636,16.6327272727273,23.2225801409706,430.143631356099,2020-06-20 17:30:00
"13","FRCH",2020-06-20 17:45:00,429.022363437412,2020-06-20 08:00:00,73.2336363636364,71.5181818181818,17.3372727272727,23.2106522637502,429.022363437412,2020-06-20 17:45:00
"14","FRCH",2020-06-20 18:00:00,430.498804927716,2020-06-20 08:00:00,73.2945454545455,71.5636363636364,16.3481818181818,23.2099506239137,430.498804927716,2020-06-20 18:00:00
"15","FRCH",2020-06-20 18:15:00,431.087312488962,2020-06-20 08:00:00,73.4672727272727,71.5454545454545,15.6963636363636,23.2141604629327,431.087312488962,2020-06-20 18:15:00
"16","FRCH",2020-06-20 18:30:00,435.422670979795,2020-06-20 08:00:00,73.8209090909091,71.5272727272727,15.9190909090909,23.2225801409706,435.422670979795,2020-06-20 18:30:00
"17","FRCH",2020-06-20 18:45:00,438.253714378399,2020-06-20 08:00:00,74.3018181818182,71.5090909090909,16.9618181818182,23.2274916198261,438.253714378399,2020-06-20 18:45:00
"18","FRCH",2020-06-20 19:00:00,438.253714378399,2020-06-20 08:00:00,74.5390909090909,71.5090909090909,19.8327272727273,23.2534522937765,438.253714378399,2020-06-20 19:00:00
"19","FRCH",2020-06-20 19:15:00,440.141076644155,2020-06-20 08:00:00,75.04,71.5,15.1909090909091,23.251347374267,440.141076644155,2020-06-20 19:15:00
"20","FRCH",2020-06-20 19:30:00,438.991935123559,2020-06-20 08:00:00,75.2081818181818,71.4818181818182,18.1827272727273,23.2183703019517,438.991935123559,2020-06-20 19:30:00
"21","FRCH",2020-06-20 19:45:00,443.710340787904,2020-06-20 08:00:00,75.6472727272727,71.4727272727273,18.2463636363636,23.1945145475108,443.710340787904,2020-06-20 19:45:00
"22","FRCH",2020-06-20 20:00:00,445.62557665557,2020-06-20 08:00:00,76.0354545454546,71.4727272727273,19.4545454545455,23.2148621027692,445.62557665557,2020-06-20 20:00:00
"23","FRCH",2020-06-20 20:15:00,444.654021920796,2020-06-20 08:00:00,76.5036363636364,71.4727272727273,15.4181818181818,23.2225801409706,444.654021920796,2020-06-20 20:15:00
"24","FRCH",2020-06-20 20:30:00,445.392242665941,2020-06-20 08:00:00,76.7163636363636,71.4636363636364,16.5681818181818,23.2106522637502,445.392242665941,2020-06-20 20:30:00
"25","FRCH",2020-06-20 20:45:00,449.372427585142,2020-06-20 08:00:00,77.0109090909091,71.4636363636364,14.8527272727273,23.2267899799896,449.372427585142,2020-06-20 20:45:00
"26","FRCH",2020-06-20 21:00:00,449.727601156759,2020-06-20 08:00:00,77.29,71.4181818181818,20.9181818181818,23.1938129076743,449.727601156759,2020-06-20 21:00:00
"27","FRCH",2020-06-20 21:15:00,451.082203065089,2020-06-20 08:00:00,77.4472727272727,71.4090909090909,17.5836363636364,23.1917079881648,451.082203065089,2020-06-20 21:15:00
"28","FRCH",2020-06-20 21:30:00,451.287663452793,2020-06-20 08:00:00,77.8545454545455,71.4363636363636,18.5545454545455,23.1629407548684,451.287663452793,2020-06-20 21:30:00
"29","FRCH",2020-06-20 21:45:00,457.865557780984,2020-06-20 08:00:00,78.1563636363636,71.4636363636364,16.6209090909091,23.2071440645677,457.865557780984,2020-06-20 21:45:00
"30","FRCH",2020-06-20 22:00:00,459.369872873198,2020-06-20 08:00:00,77.9654545454545,71.4636363636364,17.9354545454545,23.1811833906173,459.369872873198,2020-06-20 22:00:00
"31","FRCH",2020-06-20 22:15:00,459.397746475122,2020-06-20 08:00:00,78.0863636363636,71.4454545454546,17.3654545454545,23.1860948694728,459.397746475122,2020-06-20 22:15:00
"32","FRCH",2020-06-20 22:30:00,463.555518180132,2020-06-20 08:00:00,78.1690909090909,71.4636363636364,16.78,23.1685538735603,463.555518180132,2020-06-20 22:30:00
"33","FRCH",2020-06-20 22:45:00,466.53627476265,2020-06-20 08:00:00,78.2581818181818,71.4909090909091,20.2581818181818,23.1910063483283,466.53627476265,2020-06-20 22:45:00
"34","FRCH",2020-06-20 23:00:00,463.555518180132,2020-06-20 08:00:00,78.1672727272727,71.5181818181818,19.1663636363636,23.2071440645677,463.555518180132,2020-06-20 23:00:00
"35","FRCH",2020-06-20 23:15:00,471.104967243125,2020-06-20 08:00:00,78.4072727272727,71.5363636363636,19.7418181818182,23.2288948994991,471.104967243125,2020-06-20 23:15:00
"36","FRCH",2020-06-20 23:30:00,475.029404958506,2020-06-20 08:00:00,78.2863636363636,71.5454545454545,18.3454545454545,23.1776751914348,475.029404958506,2020-06-20 23:30:00
"37","FRCH",2020-06-20 23:45:00,476.384006866821,2020-06-20 08:00:00,78.5036363636364,71.5636363636364,17.7545454545455,23.146803038629,476.384006866821,2020-06-20 23:45:00
"38","FRCH",2020-06-21 00:00:00,478.476829520281,2020-06-20 08:00:00,78.6445454545455,71.5454545454545,21.0509090909091,23.1966194670203,478.476829520281,2020-06-21 00:00:00
"39","FRCH",2020-06-21 00:15:00,485.615357807808,2020-06-20 08:00:00,78.6654545454546,71.5272727272727,18.5772727272727,23.1811833906173,485.615357807808,2020-06-21 00:15:00
"40","FRCH",2020-06-21 00:30:00,490.86652382958,2020-06-20 08:00:00,78.7345454545455,71.4636363636364,21.2354545454545,23.124350563861,490.86652382958,2020-06-21 00:30:00
"41","FRCH",2020-06-21 00:45:00,494.669121962987,2020-06-20 08:00:00,78.5690909090909,71.4,19.5954545454545,23.1215440045151,494.669121962987,2020-06-21 00:45:00
"42","FRCH",2020-06-21 01:00:00,499.032354055744,2020-06-20 08:00:00,78.5163636363636,71.2818181818182,25.7636363636364,23.0401537834814,499.032354055744,2020-06-21 01:00:00
"43","FRCH",2020-06-21 01:15:00,507.703071037366,2020-06-20 08:00:00,78.3281818181818,71.1545454545455,21.0854545454545,22.9559570031018,507.703071037366,2020-06-21 01:15:00
"44","FRCH",2020-06-21 01:30:00,511.683255956596,2020-06-20 08:00:00,78.6290909090909,71.0636363636364,21.0427272727273,22.9215766511135,511.683255956596,2020-06-21 01:30:00
"45","FRCH",2020-06-21 01:45:00,516.962295580306,2020-06-20 08:00:00,79.0454545454545,70.9363636363636,21.2472727272727,22.884389739779,516.962295580306,2020-06-21 01:45:00
"46","FRCH",2020-06-21 02:00:00,523.92323708201,2020-06-20 08:00:00,79.6963636363636,70.7727272727273,22.3427272727273,22.8008945992359,523.92323708201,2020-06-21 02:00:00
"47","FRCH",2020-06-21 02:15:00,528.847103134074,2020-06-20 08:00:00,80.1581818181818,70.6363636363636,23.3490909090909,22.788265082179,528.847103134074,2020-06-21 02:15:00
"48","FRCH",2020-06-21 02:30:00,533.770969186167,2020-06-20 08:00:00,81.0390909090909,70.4363636363636,21.8409090909091,22.6970519034343,533.770969186167,2020-06-21 02:30:00
"49","FRCH",2020-06-21 02:45:00,547.309805016092,2020-06-20 08:00:00,81.6409090909091,70.2090909090909,27.6663636363636,22.5637403344999,547.309805016092,2020-06-21 02:45:00
"50","FRCH",2020-06-21 03:00:00,549.047454097919,2020-06-20 08:00:00,82.4036363636364,69.9363636363636,26.7072727272727,22.5076091475801,549.047454097919,2020-06-21 03:00:00
"51","FRCH",2020-06-21 03:15:00,554.559827711259,2020-06-20 08:00:00,83.6654545454545,69.7181818181818,24.1309090909091,22.4514779606603,554.559827711259,2020-06-21 03:15:00
"52","FRCH",2020-06-21 03:30:00,562.997210703281,2020-06-20 08:00:00,84.7145454545455,69.5181818181818,26.4709090909091,22.3932418542311,562.997210703281,2020-06-21 03:30:00
"53","FRCH",2020-06-21 03:45:00,572.050974858445,2020-06-20 08:00:00,85.1509090909091,69.3,25.9545454545455,22.3139565527069,572.050974858445,2020-06-21 03:45:00
"54","FRCH",2020-06-21 04:00:00,573.96621072611,2020-06-20 08:00:00,85.9436363636364,69.0818181818182,31.2590909090909,22.2718581625171,573.96621072611,2020-06-21 04:00:00
"55","FRCH",2020-06-21 04:15:00,582.842388095494,2020-06-20 08:00:00,86.2690909090909,68.9454545454546,28.7272727272727,22.2423892893843,582.842388095494,2020-06-21 04:15:00
"56","FRCH",2020-06-21 04:30:00,587.915967331472,2020-06-20 08:00:00,87.4227272727273,68.7727272727273,31.1418181818182,22.2030974585404,587.915967331472,2020-06-21 04:30:00
"57","FRCH",2020-06-21 04:45:00,589.037235250144,2020-06-20 08:00:00,88.0963636363636,68.6181818181818,29.4418181818182,22.1448613521112,589.037235250144,2020-06-21 04:45:00
