"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","DateTime","MeanDischarge","SpCond.uScm"
"1","STRT",2020-08-03 10:30:00,1374.60958489601,2020-08-03 08:00:00,76.4463636363636,116,9.55181818181818,24.9617984165923,2020-08-03 10:30:00,1374.60958489601,116
"2","STRT",2020-08-03 10:45:00,1379.28694194806,2020-08-03 08:00:00,76.4090909090909,116.045454545455,8.57272727272727,24.9988341182035,2020-08-03 10:45:00,1379.28694194806,116.045454545455
"3","STRT",2020-08-03 11:00:00,1365.52365788689,2020-08-03 08:00:00,76.3481818181818,116.054545454545,9.03090909090909,25.0237765294926,2020-08-03 11:00:00,1365.52365788689,116.054545454545
"4","STRT",2020-08-03 11:15:00,1374.87837199128,2020-08-03 08:00:00,76.22,115.972727272727,8.96636363636364,25.050230602072,2020-08-03 11:15:00,1374.87837199128,115.972727272727
"5","STRT",2020-08-03 11:30:00,1379.28694194806,2020-08-03 08:00:00,76.0872727272727,115.963636363636,8.72181818181818,25.0449397875561,2020-08-03 11:30:00,1379.28694194806,115.963636363636
"6","STRT",2020-08-03 11:45:00,1377.63822723227,2020-08-03 08:00:00,NA,NA,NA,25.6642857142857,2020-08-03 11:45:00,1377.63822723227,NA
"7","STRT",2020-08-03 12:00:00,1396.61644253647,2020-08-03 08:00:00,NA,NA,NA,25.6642857142857,2020-08-03 12:00:00,1396.61644253647,NA
"8","STRT",2020-08-03 12:15:00,1405.70236954547,2020-08-03 08:00:00,NA,NA,NA,25.6642857142857,2020-08-03 12:15:00,1405.70236954547,NA
"9","STRT",2020-08-03 12:30:00,1401.02501249331,2020-08-03 08:00:00,NA,NA,NA,NA,2020-08-03 12:30:00,1401.02501249331,NA
"10","STRT",2020-08-03 12:45:00,1391.93908548419,2020-08-03 08:00:00,NA,NA,NA,NA,2020-08-03 12:45:00,1391.93908548419,NA
"11","STRT",2020-08-03 13:00:00,1410.64851369296,2020-08-03 08:00:00,NA,NA,NA,NA,2020-08-03 13:00:00,1410.64851369296,NA
"12","STRT",2020-08-03 13:15:00,1420.00322779728,2020-08-03 08:00:00,NA,NA,NA,25.2958755617381,2020-08-03 13:15:00,1420.00322779728,NA
"13","STRT",2020-08-03 13:30:00,1419.73444070196,2020-08-03 08:00:00,76.52,122.263636363636,8.64,25.4062268359265,2020-08-03 13:30:00,1419.73444070196,122.263636363636
"14","STRT",2020-08-03 13:45:00,1432.65537133336,2020-08-03 08:00:00,76.4272727272727,122.163636363636,8.68909090909091,25.4840773923744,2020-08-03 13:45:00,1432.65537133336,122.163636363636
"15","STRT",2020-08-03 14:00:00,1467.61915174907,2020-08-03 08:00:00,76.39,122.018181818182,8.74727272727273,25.5362297068881,2020-08-03 14:00:00,1467.61915174907,122.018181818182
"16","STRT",2020-08-03 14:15:00,1489.35722229409,2020-08-03 08:00:00,76.3936363636364,121.863636363636,8.90181818181818,25.5626837794675,2020-08-03 14:15:00,1489.35722229409,121.863636363636
"17","STRT",2020-08-03 14:30:00,1477.24265294871,2020-08-03 08:00:00,76.3936363636364,121.672727272727,9.01909090909091,25.6065219568849,2020-08-03 14:30:00,1477.24265294871,121.672727272727
"18","STRT",2020-08-03 14:45:00,1494.57215353689,2020-08-03 08:00:00,76.5772727272727,121.481818181818,9.40181818181818,25.5838470375311,2020-08-03 14:45:00,1494.57215353689,121.481818181818
"19","STRT",2020-08-03 15:00:00,1508.33543759823,2020-08-03 08:00:00,76.8263636363636,121.281818181818,10.0481818181818,25.5785562230152,2020-08-03 15:00:00,1508.33543759823,121.281818181818
