"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","MeanDischarge","DateTime","SpCond.uScm"
"1","VAUL",2020-08-03 07:30:00,743.030761360889,2020-08-02 08:00:00,138.396363636364,137.972727272727,128.184545454545,11.7105442880847,743.030761360889,2020-08-03 07:30:00,137.972727272727
"2","VAUL",2020-08-03 07:45:00,744.781255412323,2020-08-02 08:00:00,139.090909090909,138.181818181818,119.697272727273,11.8629131579369,744.781255412323,2020-08-03 07:45:00,138.181818181818
"3","VAUL",2020-08-03 08:00:00,748.282243515307,2020-08-03 08:00:00,138.79,138.527272727273,117.051818181818,11.7653286008406,748.282243515307,2020-08-03 08:00:00,138.527272727273
"4","VAUL",2020-08-03 08:15:00,751.783231618174,2020-08-03 08:00:00,139.853636363636,138.781818181818,119.625454545455,11.7276643858209,751.783231618174,2020-08-03 08:15:00,138.781818181818
"5","VAUL",2020-08-03 08:30:00,753.533725669666,2020-08-03 08:00:00,139.595454545455,138.981818181818,123.851818181818,11.5444793400436,753.533725669666,2020-08-03 08:30:00,138.981818181818
"6","VAUL",2020-08-03 08:45:00,762.286195927009,2020-08-03 08:00:00,139.153636363636,139.272727272727,119.728181818182,11.7328004151418,762.286195927009,2020-08-03 08:45:00,139.272727272727
"7","VAUL",2020-08-03 09:00:00,774.539654287277,2020-08-03 08:00:00,139.002727272727,139.472727272727,125.509090909091,11.6129597309884,774.539654287277,2020-08-03 09:00:00,139.472727272727
"8","VAUL",2020-08-03 09:15:00,781.541630493128,2020-08-03 08:00:00,137.583636363636,139.7,123.36,11.7019842392166,781.541630493128,2020-08-03 09:15:00,139.7
"9","VAUL",2020-08-03 09:30:00,795.54558290483,2020-08-03 08:00:00,135.461818181818,139.963636363636,134.470909090909,11.3715663529079,795.54558290483,2020-08-03 09:30:00,139.963636363636
"10","VAUL",2020-08-03 09:45:00,800.797065059305,2020-08-03 08:00:00,134.490909090909,140.063636363636,130.727272727273,11.3647183138135,800.797065059305,2020-08-03 09:45:00,140.063636363636
"11","VAUL",2020-08-03 10:00:00,814.801017470949,2020-08-03 08:00:00,135.486363636364,140.472727272727,139.5,11.2602857176226,814.801017470949,2020-08-03 10:00:00,140.472727272727
"12","VAUL",2020-08-03 10:15:00,851.561392551812,2020-08-03 08:00:00,135.219090909091,140.7,136.723636363636,11.0719646425244,851.561392551812,2020-08-03 10:15:00,140.7
"13","VAUL",2020-08-03 10:30:00,870.816827117931,2020-08-03 08:00:00,133.463636363636,140.836363636364,146.779090909091,11.2500136589809,870.816827117931,2020-08-03 10:30:00,140.836363636364
"14","VAUL",2020-08-03 10:45:00,904.07621409581,2020-08-03 08:00:00,129.857272727273,140.872727272727,150.555454545455,11.1113408673177,904.07621409581,2020-08-03 10:45:00,140.872727272727
"15","VAUL",2020-08-03 11:00:00,954.840541588317,2020-08-03 08:00:00,124.254545454545,141.1,161.408181818182,11.0394364568256,954.840541588317,2020-08-03 11:00:00,141.1
"16","VAUL",2020-08-03 11:15:00,996.852398823481,2020-08-03 08:00:00,116.272727272727,141.436363636364,190.989090909091,10.7706509223672,996.852398823481,2020-08-03 11:15:00,141.436363636364
"17","VAUL",2020-08-03 11:30:00,1066.87216088211,2020-08-03 08:00:00,107.693636363636,141.509090909091,243.758181818182,10.66793033595,1066.87216088211,2020-08-03 11:30:00,141.509090909091
"18","VAUL",2020-08-03 11:45:00,1122.88797052909,2020-08-03 08:00:00,97.8881818181818,141.4,252.754545454545,10.6473862186666,1122.88797052909,2020-08-03 11:45:00,141.4
"19","VAUL",2020-08-03 12:00:00,1192.90773258772,2020-08-03 08:00:00,89.2209090909091,141.1,320.658181818182,NA,1192.90773258772,2020-08-03 12:00:00,141.1
