"","DateTime","Site","Discharge","NO3","fDOM","SpCond","Turb","day"
"1",2020-06-23 08:00:00,"CARI",702.79,27.9,NA,57,-2.16,2020-06-23
"2",2020-06-23 08:15:00,"CARI",702.79,27.8,NA,57.05,-2.06,2020-06-23
"3",2020-06-23 08:30:00,"CARI",706.53,27.9,NA,57.04,-2.16,2020-06-23
"4",2020-06-23 08:45:00,"CARI",700.24,27.8,NA,56.93,-2.22,2020-06-23
"5",2020-06-23 09:00:00,"CARI",700.24,27.8,NA,56.47,-2.19,2020-06-23
"6",2020-06-23 09:15:00,"CARI",707.12,27.8,NA,56.89,-2.02,2020-06-23
"7",2020-06-23 09:30:00,"CARI",700.64,27.8,NA,56.85,-1.92,2020-06-23
"8",2020-06-23 09:45:00,"CARI",715.29,27.8,NA,56.87,-2.12,2020-06-23
"9",2020-06-23 10:00:00,"CARI",718.39,27.9,NA,56.85,-2.1,2020-06-23
"10",2020-06-23 10:15:00,"CARI",708.5,27.9,NA,56.87,-2.22,2020-06-23
"11",2020-06-23 10:30:00,"CARI",720.07,27.8,NA,56.82,-2.15,2020-06-23
"12",2020-06-23 10:45:00,"CARI",719.73,27.8,NA,56.73,-2.06,2020-06-23
"13",2020-06-23 11:00:00,"CARI",732.11,27.8,NA,56.71,-2.11,2020-06-23
"14",2020-06-23 11:15:00,"CARI",721.17,27.7,NA,56.44,-2.04,2020-06-23
"15",2020-06-23 11:30:00,"CARI",729.06,27.7,NA,56.58,-1.8,2020-06-23
"16",2020-06-23 11:45:00,"CARI",736.71,27.7,NA,56.5,-1.75,2020-06-23
"17",2020-06-23 12:00:00,"CARI",739.88,27.8,NA,56.41,-1.68,2020-06-23
"18",2020-06-23 12:15:00,"CARI",738.06,27.7,NA,56.35,-1.79,2020-06-23
"19",2020-06-23 12:30:00,"CARI",737.79,27.6,NA,56.27,-1.75,2020-06-23
"20",2020-06-23 12:45:00,"CARI",749.53,27.7,NA,56.17,-1.75,2020-06-23
"21",2020-06-23 13:00:00,"CARI",750.11,27.6,NA,56.14,-1.65,2020-06-23
"22",2020-06-23 13:15:00,"CARI",760.34,27.5,NA,55.99,-1.69,2020-06-23
"23",2020-06-23 13:30:00,"CARI",762.34,27.5,NA,56,-1.68,2020-06-23
"24",2020-06-23 13:45:00,"CARI",772.63,27.5,NA,55.84,-1.48,2020-06-23
"25",2020-06-23 14:00:00,"CARI",761.03,27.5,NA,55.78,-1.21,2020-06-23
"26",2020-06-23 14:15:00,"CARI",776.28,27.4,NA,55.68,-1.08,2020-06-23
"27",2020-06-23 14:30:00,"CARI",765.45,27.5,NA,55.56,-1.23,2020-06-23
"28",2020-06-23 14:45:00,"CARI",778.06,27.3,NA,55.43,-1.33,2020-06-23
"29",2020-06-23 15:00:00,"CARI",781.41,27.3,NA,55.32,-1.16,2020-06-23
"30",2020-06-23 15:15:00,"CARI",786.01,27.3,NA,55.14,-1.22,2020-06-23
"31",2020-06-23 15:30:00,"CARI",796.76,27.4,NA,55.03,-0.86,2020-06-23
"32",2020-06-23 15:45:00,"CARI",792.41,27.2,NA,54.87,-0.72,2020-06-23
"33",2020-06-23 16:00:00,"CARI",800.41,27.3,NA,54.77,-0.72,2020-06-23
"34",2020-06-23 16:15:00,"CARI",800.09,27.2,NA,54.55,-0.7,2020-06-23
"35",2020-06-23 16:30:00,"CARI",810.53,27.2,NA,54.36,-0.48,2020-06-23
"36",2020-06-23 16:45:00,"CARI",822.75,27.2,NA,54.3,-0.41,2020-06-23
"37",2020-06-23 17:00:00,"CARI",830.22,27.3,NA,54.14,-0.34,2020-06-23
"38",2020-06-23 17:15:00,"CARI",837.41,27.1,NA,54.03,-0.41,2020-06-23
"39",2020-06-23 17:30:00,"CARI",828.47,27.2,NA,53.86,-0.13,2020-06-23
