"","site.ID","Q","datetimeAK","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","ABS_254","MeanDischarge","DateTime","fDOM.RFU","SpCond.uScm"
"9234","POKE",761.678550317301,2020-09-08 04:15:00,90.8467157098802,100.463636363636,3.85090909090909,25.4483782273113,0.247106666666667,761.678550317301,2020-09-08 04:15:00,90.8467157098802,100.463636363636
"9235","POKE",763.954938519688,2020-09-08 04:30:00,90.6472391875426,100.472727272727,3.46545454545455,25.5241276397289,0.246746666666667,763.954938519688,2020-09-08 04:30:00,90.6472391875426,100.472727272727
"9236","POKE",766.231326721958,2020-09-08 04:45:00,90.6489356498012,100.481818181818,3.28636363636364,25.556342907079,0.246853333333333,766.231326721958,2020-09-08 04:45:00,90.6489356498012,100.481818181818
"9237","POKE",770.784103126673,2020-09-08 05:00:00,90.4059891650809,100.463636363636,4.02454545454545,25.5371878832492,0.249046666666667,770.784103126673,2020-09-08 05:00:00,90.4059891650809,100.463636363636
"9238","POKE",770.784103126673,2020-09-08 05:15:00,90.1205790955893,100.436363636364,4.57545454545455,25.5345758345451,0.24934,770.784103126673,2020-09-08 05:15:00,90.1205790955893,100.436363636364
"9239","POKE",775.336879531445,2020-09-08 05:30:00,90.4224166215022,100.4,4.16454545454545,25.4953951039843,0.249373333333333,775.336879531445,2020-09-08 05:30:00,90.4224166215022,100.4
"9240","POKE",782.16604413843,2020-09-08 05:45:00,90.8868814438039,100.445454545455,4.14454545454545,25.4579557392261,0.24992,782.16604413843,2020-09-08 05:45:00,90.8868814438039,100.445454545455
"9241","POKE",782.16604413843,2020-09-08 06:00:00,91.0624178040523,100.436363636364,4.83818181818182,25.5284810542356,0.25122,782.16604413843,2020-09-08 06:00:00,91.0624178040523,100.436363636364
"9242","POKE",788.995208745531,2020-09-08 06:15:00,91.2645290409545,100.372727272727,4.99909090909091,25.4370593495936,0.252866666666667,788.995208745531,2020-09-08 06:15:00,91.2645290409545,100.372727272727
"9243","POKE",788.995208745531,2020-09-08 06:30:00,91.2808947107453,100.354545454545,5.27818181818182,25.408326813849,0.254173333333333,788.995208745531,2020-09-08 06:30:00,91.2808947107453,100.354545454545
"9244","POKE",802.653537959675,2020-09-08 06:45:00,91.4094635905149,100.272727272727,5.12909090909091,25.3125516947004,0.256793333333333,802.653537959675,2020-09-08 06:45:00,91.4094635905149,100.272727272727
"9245","POKE",809.48270256666,2020-09-08 07:00:00,92.1533705518256,100.181818181818,5.10181818181818,25.2777243786463,0.25754,809.48270256666,2020-09-08 07:00:00,92.1533705518256,100.181818181818
"9246","POKE",814.035478971375,2020-09-08 07:15:00,92.6883716660562,100.090909090909,5.87,25.2568279890138,0.260413333333333,814.035478971375,2020-09-08 07:15:00,92.6883716660562,100.090909090909
"9247","POKE",816.311867173761,2020-09-08 07:30:00,93.1715877911662,100.054545454545,6.93636363636364,25.2716295983369,0.26456,816.311867173761,2020-09-08 07:30:00,93.1715877911662,100.054545454545
"9248","POKE",823.141031780804,2020-09-08 07:45:00,93.7389486767185,99.9636363636364,7.62727272727273,25.1958801859193,0.26824,823.141031780804,2020-09-08 07:45:00,93.7389486767185,99.9636363636364
"9249","POKE",820.864643578418,2020-09-08 08:00:00,94.3511400562755,99.8636363636364,8.14272727272727,25.1122946273895,0.271473333333333,820.864643578418,2020-09-08 08:00:00,94.3511400562755,99.8636363636364
"9250","POKE",834.522972792562,2020-09-08 08:15:00,95.2321271616298,99.7,7.63727272727273,25.0826914087435,0.27376,834.522972792562,2020-09-08 08:15:00,95.2321271616298,99.7
"9251","POKE",845.904913804377,2020-09-08 08:30:00,94.6300123093723,99.5818181818182,9.77,25.076596628434,0.283546666666667,845.904913804377,2020-09-08 08:30:00,94.6300123093723,99.5818181818182
"9252","POKE",836.79936099489,2020-09-08 08:45:00,96.580088134156,99.4818181818182,8.62909090909091,25.0313211175638,0.28138,836.79936099489,2020-09-08 08:45:00,96.580088134156,99.4818181818182
"9253","POKE",848.181302006647,2020-09-08 09:00:00,97.6129514327117,99.3636363636364,8.67454545454545,24.9773387776799,0.28492,848.181302006647,2020-09-08 09:00:00,97.6129514327117,99.3636363636364
"9254","POKE",852.734078411362,2020-09-08 09:15:00,98.2648068715873,99.2545454545455,10.5890909090909,24.8806929756298,0.289393333333333,852.734078411362,2020-09-08 09:15:00,98.2648068715873,99.2545454545455
"9255","POKE",866.392407625506,2020-09-08 09:30:00,99.0982863086591,99.1363636363636,11.2172727272727,24.9250978035987,0.29336,866.392407625506,2020-09-08 09:30:00,99.0982863086591,99.1363636363636
"9256","POKE",866.392407625506,2020-09-08 09:45:00,100.05513035842,99,10.8627272727273,24.8023315145081,0.295606666666667,866.392407625506,2020-09-08 09:45:00,100.05513035842,99
"9257","POKE",868.668795827834,2020-09-08 10:00:00,100.855635888051,98.8818181818182,11.1045454545455,24.7396423456108,0.29898,868.668795827834,2020-09-08 10:00:00,100.855635888051,98.8818181818182
"9258","POKE",882.327125041978,2020-09-08 10:15:00,101.20744614838,98.7818181818182,12.6654545454545,24.7265821020905,0.302226666666667,882.327125041978,2020-09-08 10:15:00,101.20744614838,98.7818181818182
"9259","POKE",882.327125041978,2020-09-08 10:30:00,102.22975057211,98.6727272727273,11.2481818181818,24.7553146378351,0.304233333333333,882.327125041978,2020-09-08 10:30:00,102.22975057211,98.6727272727273
"9260","POKE",882.327125041978,2020-09-08 10:45:00,102.869440541989,98.5,12.8063636363636,24.6673756647986,0.307013333333333,882.327125041978,2020-09-08 10:45:00,102.869440541989,98.5
"9261","POKE",891.43267785135,2020-09-08 11:00:00,101.285828653644,98.3727272727273,15.0372727272727,24.5576696192283,0.31792,891.43267785135,2020-09-08 11:00:00,101.285828653644,98.3727272727273
"9262","POKE",893.709066053736,2020-09-08 11:15:00,101.181030182736,98.2,16.5309090909091,24.5324198150891,0.325613333333333,893.709066053736,2020-09-08 11:15:00,101.181030182736,98.2
"9263","POKE",895.985454256064,2020-09-08 11:30:00,100.485815945795,98.0727272727273,21.0336363636364,24.5811780575648,0.33454,895.985454256064,2020-09-08 11:30:00,100.485815945795,98.0727272727273
"9264","POKE",898.261842458451,2020-09-08 11:45:00,99.5967887746541,97.9272727272727,22.1136363636364,24.515006157062,0.33982,898.261842458451,2020-09-08 11:45:00,99.5967887746541,97.9272727272727
