"","site.ID","datetimeAK","Q","day","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","MeanDischarge","DateTime","fDOM.RFU","SpCond.uScm"
"1","POKE",2020-06-19 14:30:00,424.669550818042,2020-06-19 08:00:00,27.07,106.054545454545,31.0745454545455,28.7736403543583,424.669550818042,2020-06-19 14:30:00,27.07,106.054545454545
"2","POKE",2020-06-19 14:45:00,478.503290215391,2020-06-19 08:00:00,26.0918181818182,104.681818181818,38.1927272727273,27.7209847266239,478.503290215391,2020-06-19 14:45:00,26.0918181818182,104.681818181818
"3","POKE",2020-06-19 15:00:00,504.003482561442,2020-06-19 08:00:00,25.2209090909091,102.827272727273,54.1590909090909,26.6509154408624,504.003482561442,2020-06-19 15:00:00,25.2209090909091,102.827272727273
"4","POKE",2020-06-19 15:15:00,538.003739022883,2020-06-19 08:00:00,18.6727272727273,101.490909090909,162.850909090909,26.3037850516297,538.003739022883,2020-06-19 15:15:00,18.6727272727273,101.490909090909
"5","POKE",2020-06-19 15:30:00,560.670576663804,2020-06-19 08:00:00,17.2,100.272727272727,189.878181818182,26.0238060811637,560.670576663804,2020-06-19 15:30:00,17.2,100.272727272727
"6","POKE",2020-06-19 15:45:00,563.503931368934,2020-06-19 08:00:00,10.9327272727273,97.6727272727273,337.614545454545,NA,563.503931368934,2020-06-19 15:45:00,10.9327272727273,97.6727272727273
"7","POKE",2020-06-19 16:00:00,586.170769009856,2020-06-19 08:00:00,6.09090909090909,94.6363636363636,516.876363636364,NA,586.170769009856,2020-06-19 16:00:00,6.09090909090909,94.6363636363636
"8","POKE",2020-06-19 16:15:00,597.504187830375,2020-06-19 08:00:00,5.07,93,574.04,NA,597.504187830375,2020-06-19 16:15:00,5.07,93
"9","POKE",2020-06-19 16:30:00,628.671089586685,2020-06-19 08:00:00,6.71727272727273,92.8818181818182,580.214545454545,NA,628.671089586685,2020-06-19 16:30:00,6.71727272727273,92.8818181818182
"10","POKE",2020-06-19 16:45:00,654.171281932737,2020-06-19 08:00:00,8.84909090909091,92.5454545454545,464.774545454545,NA,654.171281932737,2020-06-19 16:45:00,8.84909090909091,92.5454545454545
"11","POKE",2020-06-19 17:00:00,674.004764868645,2020-06-19 08:00:00,9.39181818181818,91.3727272727273,491.137272727273,NA,674.004764868645,2020-06-19 17:00:00,9.39181818181818,91.3727272727273
"12","POKE",2020-06-19 17:15:00,705.171666624956,2020-06-19 08:00:00,10.7518181818182,90.4545454545455,424.996363636364,NA,705.171666624956,2020-06-19 17:15:00,10.7518181818182,90.4545454545455
"13","POKE",2020-06-19 17:30:00,725.005149560748,2020-06-19 08:00:00,13.3054545454545,91.1727272727273,360.018181818182,NA,725.005149560748,2020-06-19 17:30:00,13.3054545454545,91.1727272727273
"14","POKE",2020-06-19 17:45:00,764.672115432448,2020-06-19 08:00:00,14.1454545454545,91.3818181818182,356.162727272727,NA,764.672115432448,2020-06-19 17:45:00,14.1454545454545,91.3818181818182
"15","POKE",2020-06-19 18:00:00,807.172436009278,2020-06-19 08:00:00,15.0427272727273,91.5727272727273,351.218181818182,NA,807.172436009278,2020-06-19 18:00:00,15.0427272727273,91.5727272727273
"16","POKE",2020-06-19 18:15:00,835.505983060459,2020-06-19 08:00:00,17.4018181818182,92.5454545454545,301.884545454545,25.5160891143129,835.505983060459,2020-06-19 18:15:00,17.4018181818182,92.5454545454545
"17","POKE",2020-06-19 18:30:00,897.83978657308,2020-06-19 08:00:00,17.94,93.4636363636364,302.744545454545,24.9724564777813,897.83978657308,2020-06-19 18:30:00,17.94,93.4636363636364
"18","POKE",2020-06-19 18:45:00,940.34010714991,2020-06-19 08:00:00,20.64,93.5454545454545,253.957272727273,24.9904143126217,940.34010714991,2020-06-19 18:45:00,20.64,93.5454545454545
"19","POKE",2020-06-19 19:00:00,980.00707302161,2020-06-19 08:00:00,23.0972727272727,93.6818181818182,238.844545454545,24.9879655169616,980.00707302161,2020-06-19 19:00:00,23.0972727272727,93.6818181818182
"20","POKE",2020-06-19 19:15:00,1019.67403889319,2020-06-19 08:00:00,24.5372727272727,93.5636363636364,209.916363636364,24.9185829732602,1019.67403889319,2020-06-19 19:15:00,24.5372727272727,93.5636363636364
"21","POKE",2020-06-19 19:30:00,1070.67442358541,2020-06-19 08:00:00,26.0381818181818,93.4,212.712727272727,24.8271612686182,1070.67442358541,2020-06-19 19:30:00,26.0381818181818,93.4
"22","POKE",2020-06-19 19:45:00,1096.17461593146,2020-06-19 08:00:00,27.2245454545455,92.8545454545455,208.036363636364,24.5855467634931,1096.17461593146,2020-06-19 19:45:00,27.2245454545455,92.8545454545455
"23","POKE",2020-06-19 20:00:00,1127.34151768778,2020-06-19 08:00:00,29.4272727272727,92.1909090909091,199.062727272727,24.5202455458917,1127.34151768778,2020-06-19 20:00:00,29.4272727272727,92.1909090909091
"24","POKE",2020-06-19 20:15:00,1161.34177414922,2020-06-19 08:00:00,32.2245454545455,91.2818181818182,194.204545454545,24.6932937725354,1161.34177414922,2020-06-19 20:15:00,32.2245454545455,91.2818181818182
"25","POKE",2020-06-19 20:30:00,1184.00861179025,2020-06-19 08:00:00,35.8445454545455,90.2818181818182,186.906363636364,24.8900136905595,1184.00861179025,2020-06-19 20:30:00,35.8445454545455,90.2818181818182
"26","POKE",2020-06-19 20:45:00,1223.67557766184,2020-06-19 08:00:00,38.8,89.0818181818182,182.574545454545,25.0606131215432,1223.67557766184,2020-06-19 20:45:00,38.8,89.0818181818182
"27","POKE",2020-06-19 21:00:00,1232.17564177723,2020-06-19 08:00:00,42.5381818181818,88.1363636363636,159.52,25.2034595350462,1232.17564177723,2020-06-19 21:00:00,42.5381818181818,88.1363636363636
"28","POKE",2020-06-19 21:15:00,1249.17577000801,2020-06-19 08:00:00,46.2672727272727,86.8818181818182,146.504545454545,25.4695619967719,1249.17577000801,2020-06-19 21:15:00,46.2672727272727,86.8818181818182
"29","POKE",2020-06-19 21:30:00,1263.34254353354,2020-06-19 08:00:00,47.9572727272727,85.6,140.118181818182,26.1682850251068,1263.34254353354,2020-06-19 21:30:00,47.9572727272727,85.6
"30","POKE",2020-06-19 21:45:00,1269.0092529438,2020-06-19 08:00:00,51.7118181818182,84.6727272727273,141.385454545455,26.3894928997315,1269.0092529438,2020-06-19 21:45:00,51.7118181818182,84.6727272727273
