"","site.ID","Q","datetimeAK","fDOM.QSU","SpCond.µS.cm","Turbidity.FNU","nitrateuM","ABS_254","DateTime","MeanDischarge","SpCond.uScm"
"1472","STRT",442.141720555723,2020-06-19 07:45:00,50.2446075743612,76.1636363636364,9.01272727272727,26.973063763273,0.0913428571428571,2020-06-19 07:45:00,442.141720555723,76.1636363636364
"1473","STRT",487.621994767338,2020-06-19 08:00:00,50.3798941515395,76.1636363636364,9.50818181818182,26.943586368113,0.0910285714285714,2020-06-19 08:00:00,487.621994767338,76.1636363636364
"1474","STRT",533.102268978953,2020-06-19 08:15:00,50.4676155239445,76.2,9.18636363636364,26.9360280616618,0.0916214285714286,2020-06-19 08:15:00,533.102268978953,76.2
"1475","STRT",472.461903363466,2020-06-19 08:30:00,50.5194790899638,76.1727272727273,9.18272727272727,26.9035273439214,0.0908071428571429,2020-06-19 08:30:00,472.461903363466,76.1727272727273
"1476","STRT",578.582543190103,2020-06-19 08:45:00,50.5862864125231,76.2,9.44,26.8853874084383,0.0908642857142857,2020-06-19 08:45:00,578.582543190103,76.2
"1477","STRT",517.942177575082,2020-06-19 09:00:00,50.5839154282924,76.2,9.33,26.8725382874712,0.0909357142857143,2020-06-19 09:00:00,517.942177575082,76.2
"1478","STRT",487.621994767338,2020-06-19 09:15:00,50.5855281951047,76.1818181818182,9.73454545454545,26.8521308600528,0.0911928571428571,2020-06-19 09:15:00,487.621994767338,76.1818181818182
"1479","STRT",502.78208617121,2020-06-19 09:30:00,50.6987776069139,76.2,9.47272727272727,26.8566658439236,0.0902785714285714,2020-06-19 09:30:00,502.78208617121,76.2
"1480","STRT",563.422451786697,2020-06-19 09:45:00,50.7347338364059,76.1727272727273,9.19636363636364,26.799222714894,0.0900642857142857,2020-06-19 09:45:00,563.422451786697,76.1727272727273
"1481","STRT",548.262360382825,2020-06-19 10:00:00,50.745036779671,76.1,9.71,26.757652029412,0.0895071428571429,2020-06-19 10:00:00,548.262360382825,76.1
"1482","STRT",472.461903363466,2020-06-19 10:15:00,50.6056481584993,76.0818181818182,9.39545454545454,26.7402679245741,0.0890071428571429,2020-06-19 10:15:00,472.461903363466,76.0818181818182
"1483","STRT",517.942177575082,2020-06-19 10:30:00,50.7271722675323,76.0727272727273,9.39818181818182,26.7266629729618,0.0883285714285714,2020-06-19 10:30:00,517.942177575082,76.0727272727273
"1484","STRT",563.422451786697,2020-06-19 10:45:00,50.7493613986729,76.0636363636364,9.26909090909091,26.7357329407034,0.0884571428571429,2020-06-19 10:45:00,563.422451786697,76.0636363636364
"1485","STRT",563.422451786697,2020-06-19 11:00:00,50.6740743855904,76.0636363636364,9.66454545454545,26.7470704003802,0.0882428571428571,2020-06-19 11:00:00,563.422451786697,76.0636363636364
"1486","STRT",608.902725997847,2020-06-19 11:15:00,50.6773743692296,76,10.0863636363636,26.7402679245741,0.0882714285714286,2020-06-19 11:15:00,608.902725997847,76
"1487","STRT",669.543091613334,2020-06-19 11:30:00,50.7015498641248,75.9363636363636,10.0163636363636,26.6964297471568,0.0883,2020-06-19 11:30:00,669.543091613334,75.9363636363636
"1488","STRT",654.383000209928,2020-06-19 11:45:00,50.5482373971113,75.7,9.72454545454545,26.571717690711,0.0874857142857143,2020-06-19 11:45:00,654.383000209928,75.7
"1489","STRT",745.343548632693,2020-06-19 12:00:00,50.4993938855793,75.6636363636364,10.1645454545455,26.5558452471634,0.0876142857142857,2020-06-19 12:00:00,745.343548632693,75.6636363636364
"1490","STRT",730.183457228821,2020-06-19 12:15:00,50.5822807066825,75.6090909090909,10.4309090909091,26.5891017955488,0.08745,2020-06-19 12:15:00,730.183457228821,75.6090909090909
"1491","STRT",745.343548632693,2020-06-19 12:30:00,50.6607184385529,75.6181818181818,10.3609090909091,26.643521601998,0.0881,2020-06-19 12:30:00,745.343548632693,75.6181818181818
"1492","STRT",730.183457228821,2020-06-19 12:45:00,50.7739913425546,75.5909090909091,10.47,26.6790456423189,0.0878428571428571,2020-06-19 12:45:00,730.183457228821,75.5909090909091
"1493","STRT",699.863274421077,2020-06-19 13:00:00,50.7679986139354,75.5727272727273,10.0109090909091,26.6903831019958,0.0879714285714286,2020-06-19 13:00:00,699.863274421077,75.5727272727273
"1494","STRT",745.343548632693,2020-06-19 13:15:00,50.9879338698682,75.4818181818182,10.5781818181818,26.6873597794153,0.0881714285714286,2020-06-19 13:15:00,745.343548632693,75.4818181818182
"1495","STRT",836.304097055923,2020-06-19 13:30:00,51.1236512798915,75.4545454545455,10.5618181818182,26.6782898116737,0.0890428571428571,2020-06-19 13:30:00,836.304097055923,75.4545454545455
"1496","STRT",805.98391424818,2020-06-19 13:45:00,51.2223491044157,75.3727272727273,9.87363636363636,26.6601498761907,0.0894642857142857,2020-06-19 13:45:00,805.98391424818,75.3727272727273
"1497","STRT",927.264645478688,2020-06-19 14:00:00,51.2157662006079,75.2818181818182,11.0045454545455,26.6578823842553,0.0902714285714286,2020-06-19 14:00:00,927.264645478688,75.2818181818182
"1498","STRT",942.42473688256,2020-06-19 14:15:00,51.4737966206886,75.2363636363636,11.1536363636364,26.6722431665128,0.091,2020-06-19 14:15:00,942.42473688256,75.2363636363636
"1499","STRT",1033.38528530532,2020-06-19 14:30:00,51.6244125237903,75.2,11.3281818181818,26.7123021907044,0.0928571428571429,2020-06-19 14:30:00,1033.38528530532,75.2
"1500","STRT",1033.38528530532,2020-06-19 14:45:00,51.9261234495675,75.1909090909091,11.4045454545455,26.7107905294142,0.0939285714285714,2020-06-19 14:45:00,1033.38528530532,75.1909090909091
"1501","STRT",1018.22519390192,2020-06-19 15:00:00,52.3591497120128,75.1727272727273,12.08,26.71608134393,0.0949428571428571,2020-06-19 15:00:00,1018.22519390192,75.1727272727273
"1502","STRT",1094.02565092081,2020-06-19 15:15:00,52.5917136619499,75.1,12.1163636363636,26.7062555455434,0.0966714285714286,2020-06-19 15:15:00,1094.02565092081,75.1
